PASSING_2023_PASSING_2023_Rank,PASSING_2023_PASSING_2023_Player,PASSING_2023_PASSING_2023_JerseyNumber,PASSING_2023_PASSING_2023_Position,PASSING_2023_PASSING_2023_GamesPlayed,PASSING_2023_PASSING_2023_PassingDropbacks,PASSING_2023_PASSING_2023_PassingAttempts,PASSING_2023_PASSING_2023_PassingCompletions,PASSING_2023_PASSING_2023_PassingCompletionPercentage,PASSING_2023_PASSING_2023_PassingYards,PASSING_2023_PASSING_2023_PassingYardsPerAttempt,PASSING_2023_PASSING_2023_PassingTouchdowns,PASSING_2023_PASSING_2023_PassingInterceptions,PASSING_2023_PASSING_2023_PassingOverallGrade,PASSING_2023_PASSING_2023_PassingGrade,PASSING_2023_PASSING_2023_PassingRushingGrade,PASSING_2023_PASSING_2023_PassingFumbles,PASSING_2023_PASSING_2023_PassingBigTimeThrows,PASSING_2023_PASSING_2023_PassingBigTimeThrowPercentage,PASSING_2023_PASSING_2023_PassingTurnoverWorthyPlays,PASSING_2023_PASSING_2023_PassingTurnoverWorthyPlayPercentage,PASSING_2023_PASSING_2023_PassingAverageDepthOfTarget,PASSING_2023_PASSING_2023_PassingAdjustedCompletionPercentage,PASSING_2023_PASSING_2023_PassingDrops,PASSING_2023_PASSING_2023_PassingDropPercentage,PASSING_2023_PASSING_2023_PassingBattedPasses,PASSING_2023_PASSING_2023_PassingHitAsThrown,PASSING_2023_PASSING_2023_PassingThrowaways,PASSING_2023_PASSING_2023_PassingDepthPercentage,PASSING_2023_PASSING_2023_PassingSacks,PASSING_2023_PASSING_2023_PassingPressureToSackPercentage,PASSING_2023_PASSING_2023_PassingAverageTimeToThrow,PASSING_2023_PASSING_2023_PassingScrambles,PASSING_2023_PASSING_2023_PassingFirstDowns,PASSING_2023_PASSING_2023_PassingPasserRating,PASSING_2023_PASSING_2023_PassingPenalties
1.0,Joe Flacco,#15,QB,6.0,265.0,250.0,157.0,62.8,"1,923",7.7,14.0,10.0,72.8,70.6,69.1,65.4,11.0,4.2,11.0,4.0,9.1,72.5,12.0,7.1,1.0,2.0,14.0,88.0,12.0,13.6,2.78,2.0,75.0,88.5,1 (0)
2.0,Deshaun Watson,#04,QB,6.0,205.0,171.0,105.0,61.4,"1,115",6.5,7.0,4.0,67.3,66.8,63.4,38.5,6.0,3.3,5.0,2.3,9.2,72.6,9.0,7.9,2.0,3.0,8.0,77.0,16.0,20.8,3.13,18.0,58.0,84.3,3 (0)
3.0,Jeff Driskel,#12,QB,1.0,32.0,26.0,13.0,50.0,166,6.4,2.0,2.0,66.4,58.9,83.4,78.7,2.0,7.7,3.0,9.4,10.7,62.5,2.0,13.3,1.0,0.0,1.0,11.0,3.0,27.3,2.98,3.0,11.0,63.9,1 (0)
4.0,Dorian Thompson-Robinson,#17,QB,6.0,123.0,112.0,60.0,53.6,440,3.9,1.0,4.0,49.3,49.4,58.4,36.0,0.0,0.0,6.0,4.5,6.1,68.0,8.0,11.8,3.0,2.0,5.0,39.0,6.0,15.4,2.67,5.0,27.0,51.2,1 (0)
5.0,P.J. Walker,#10,QB,5.0,126.0,111.0,54.0,48.6,674,6.1,1.0,5.0,29.7,28.8,63.3,26.9,4.0,3.4,11.0,8.1,8.7,59.4,6.0,10.0,2.0,2.0,5.0,52.0,11.0,21.2,2.79,4.0,28.0,52.2,1 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
