player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Deshaun Watson,2022,5,230.0,46.0,230.0,0.221,282.142171,56.428434,282.142171,00-0033537,2023,CLE,QB,QB,4.0,1995-09-14,HOU,12.0,28.0
Joe Flacco,2023,1,2.2,2.2,0.4,0.01,2.499466,2.499466,0.454448,00-0026158,2023,CLE,QB,QB,15.0,1985-01-16,BAL,18.0,39.0
Jeff Driskel,2023,1,1.14,1.14,0.06,0.005,1.295178,1.295178,0.068167,00-0032436,2023,CLE,QB,QB,12.0,1993-04-23,SF,207.0,31.0
Phillip Walker,2023,2,4.0,2.0,3.01,0.009,4.544484,2.272242,3.419724,00-0033275,2023,CLE,QB,QB,10.0,1995-02-26,,,29.0
Dorian Thompson-Robinson,2023,4,4.182268,1.045567,0.342268,0.005,4.751562,1.187891,0.388858,00-0038583,2023,CLE,QB,QB,17.0,1999-11-14,CLE,140.0,24.0
Nick Chubb,2021,3,36.6,12.2,20.0,0.067,51.219945,17.073315,27.989041,00-0034791,2023,CLE,RB,RB,24.0,1995-12-27,CLE,35.0,28.0
Kareem Hunt,2023,1,1.35,1.35,0.5,0.006,1.533763,1.533763,0.56806,00-0033923,2023,CLE,RB,RB,27.0,1995-08-06,KC,86.0,28.0
Pierre Strong Jr.,2022,4,4.373428,1.093357,0.713428,0.005,5.364906,1.341227,0.875166,00-0038098,2023,CLE,RB,RB,20.0,1998-12-10,NE,127.0,25.0
John Kelly,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0034808,2023,CLE,RB,RB,41.0,1996-10-04,LA,176.0,27.0
Jordan Wilkins,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034400,2023,CLE,RB,RB,30.0,1994-07-18,IND,169.0,29.0
Jerome Ford,2022,4,3.982148,0.995537,0.322148,0.005,4.884921,1.22123,0.395181,00-0037267,2023,CLE,RB,RB,34.0,1999-09-12,CLE,156.0,24.0
Nate McCrary,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036582,2023,CLE,RB,RB,46.0,1999-04-09,,,25.0
Amari Cooper,2020,5,100.0,20.0,60.0,0.101,128.859738,25.771948,77.315843,00-0031544,2023,CLE,WR,WR,2.0,1994-06-17,OAK,4.0,29.0
A.J. Green,2023,1,1.4,1.4,0.9,0.006,1.590569,1.590569,1.022509,00-0036114,2023,CLE,DB,CB,38.0,1998-06-09,,,25.0
Jakeem Grant,2023,1,1.5125,1.5125,0.0,0.007,1.718383,1.718383,0.0,00-0032791,2023,CLE,WR,WR,9.0,1992-10-30,MIA,186.0,31.0
Elijah Moore,2021,4,8.940422,2.235106,7.061273,0.012,12.511692,3.127924,9.881913,00-0036980,2023,CLE,WR,WR,8.0,2000-03-27,NYJ,34.0,24.0
Marquise Goodwin,2023,1,1.7,1.7,0.4,0.008,1.931406,1.931406,0.454448,00-0030068,2023,CLE,WR,WR,3.0,1990-11-19,BUF,78.0,33.0
Cedric Tillman,2023,4,5.610462,1.402616,1.080336,0.006,6.374164,1.593541,1.227392,00-0038979,2023,CLE,WR,WR,19.0,2000-04-19,CLE,74.0,24.0
David Bell,2022,4,5.044904,1.261226,0.84902,0.006,6.188609,1.547152,1.041497,00-0037257,2023,CLE,WR,WR,18.0,2000-12-14,CLE,99.0,23.0
Jaelon Darden,2023,1,0.256222,0.256222,0.0,0.001,0.291099,0.291099,0.0,00-0036877,2023,CLE,WR,WR,16.0,1999-01-14,TB,129.0,25.0
Michael Woods,2022,4,3.828292,0.957073,0.168292,0.005,4.696185,1.174046,0.206445,00-0037300,2023,CLE,WR,WR,12.0,2000-03-19,CLE,202.0,24.0
James Proche,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0036133,2023,CLE,WR,WR,11.0,1996-09-20,BAL,201.0,27.0
Austin Watkins,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0036676,2023,CLE,WR,WR,80.0,1998-02-16,,,26.0
Trinity Benson,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0034930,2023,CLE,WR,WR,82.0,1997-01-16,,,27.0
Mike Harley,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037334,2023,CLE,WR,WR,82.0,,,,
Jalen Wayne,2023,3,2.71,0.903333,0.015,0.004,3.078888,1.026296,0.017042,00-0038681,2023,CLE,WR,WR,31.0,,,,
David Njoku,2022,4,54.75,13.6875,28.0,0.066,67.162104,16.790526,34.347743,00-0033885,2023,CLE,TE,TE,85.0,1996-07-10,CLE,29.0,27.0
Jordan Akins,2023,2,3.9,1.95,1.73,0.009,4.430872,2.215436,1.965489,00-0034364,2023,CLE,TE,TE,84.0,1992-04-19,HOU,98.0,32.0
Harrison Bryant,2023,1,1.75,1.75,1.75,0.008,1.988212,1.988212,1.988212,00-0036232,2023,CLE,TE,TE,88.0,1998-04-23,CLE,115.0,26.0
Zaire Mitchell-Paden,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037340,2023,CLE,TE,TE,83.0,1999-08-20,,,24.0
Thomas Greaney,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,00-0038713,2023,CLE,TE,TE,81.0,,,,
Jedrick Wills,2020,4,19.702914,4.925729,19.702914,0.025,25.389123,6.347281,25.389123,00-0036267,2023,CLE,OL,T,71.0,1999-05-17,CLE,10.0,24.0
Geron Christian,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034817,2023,CLE,OL,T,64.0,1996-09-10,WAS,74.0,27.0
Ty Nsekhe,2023,1,0.438444,0.438444,0.0,0.002,0.498125,0.498125,0.0,00-0029709,2023,CLE,OL,T,72.0,1985-10-27,,,38.0
Justin Murray,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0032528,2023,CLE,OL,T,67.0,1993-04-19,,,31.0
Joey Fisher,2023,3,2.71,0.903333,0.13,0.004,3.078888,1.026296,0.147696,00-0038876,2023,CLE,OL,G,79.0,1997-11-11,,,26.0
