Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Grant Delpit,#22,S,13.0,738.0,298.0,41.0,399.0,70.0,53.4,55.0,71.5,75.5,12.0,1.0,2.0,9.0,1.0,66.0,11.0,16.0,17.2,33.0,0.0,31.0,25.0,80.6,188.0,7.5,120.0,36.0,0.0,1.0,1.0,78.5,1 (0),91.0,327.0,122.0,183.0,15.0,0.0,0.0,0.0,91.0
Denzel Ward,#21,CB,14.0,657.0,236.0,2.0,419.0,69.4,63.1,56.1,55.5,69.4,0.0,0.0,0.0,0.0,0.0,34.0,5.0,7.0,15.2,13.0,1.0,68.0,35.0,51.5,488.0,13.9,278.0,71.0,3.0,2.0,9.0,77.3,3 (0),1.0,30.0,1.0,22.0,603.0,0.0,0.0,0.0,1.0
Kahlef Hailassie,#25,CB,7.0,104.0,48.0,0.0,56.0,67.2,53.6,54.0,-,69.9,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,14.3,3.0,0.0,8.0,4.0,50.0,29.0,7.3,7.0,15.0,1.0,0.0,1.0,98.4,0 (0),0.0,10.0,0.0,2.0,92.0,0.0,0.0,0.0,0.0
Juan Thornhill,#01,S,12.0,643.0,261.0,5.0,377.0,66.5,72.0,76.0,83.8,62.6,3.0,0.0,2.0,1.0,0.0,47.0,10.0,7.0,10.9,10.0,0.0,26.0,16.0,61.5,157.0,9.8,53.0,30.0,2.0,0.0,1.0,104.2,1 (0),11.0,67.0,501.0,61.0,3.0,0.0,0.0,0.0,11.0
Greg Newsome II,#00,CB,15.0,795.0,293.0,22.0,480.0,66.0,48.2,30.1,64.4,69.9,3.0,1.0,0.0,2.0,1.0,43.0,7.0,11.0,18.0,20.0,0.0,72.0,43.0,59.7,541.0,12.6,310.0,75.0,2.0,2.0,11.0,80.8,5 (1),6.0,83.0,8.0,412.0,286.0,0.0,0.0,0.0,6.0
Sam Kamara,#92,ED,2.0,79.0,26.0,50.0,3.0,66.0,76.6,74.2,57.4,60.4,4.0,0.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),79.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,60.0
Ogbo Okoronkwo,#54,ED,15.0,459.0,157.0,287.0,15.0,65.3,59.3,82.7,62.8,75.2,33.0,5.0,3.0,25.0,1.0,20.0,6.0,2.0,7.1,22.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),448.0,11.0,0.0,0.0,0.0,0.0,1.0,6.0,441.0
Martin Emerson Jr.,#23,CB,17.0,897.0,331.0,0.0,566.0,63.2,59.5,34.4,-,63.6,0.0,0.0,0.0,0.0,0.0,54.0,8.0,15.0,19.5,24.0,0.0,73.0,36.0,49.3,498.0,13.8,161.0,43.0,1.0,4.0,9.0,53.3,9 (1),1.0,54.0,1.0,18.0,823.0,0.0,0.0,0.0,1.0
Jordan Kunaszyk,#51,LB,4.0,60.0,30.0,4.0,26.0,62.1,49.5,58.8,51.1,73.1,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,11.1,3.0,0.0,3.0,3.0,100.0,12.0,4.0,10.0,7.0,1.0,0.0,0.0,122.9,0 (0),1.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dalvin Tomlinson,#94,DI,17.0,650.0,239.0,406.0,5.0,61.2,49.2,35.8,72.6,60.0,36.0,4.0,9.0,23.0,0.0,11.0,13.0,4.0,14.3,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3 (0),650.0,0.0,0.0,0.0,0.0,53.0,564.0,28.0,5.0
Tanner McCalister,#48,CB,1.0,19.0,0.0,2.0,17.0,59.3,-,74.8,55.6,60.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0 (0),0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Cameron Mitchell,#29,CB,14.0,283.0,63.0,11.0,209.0,58.6,40.0,42.9,68.4,60.5,2.0,1.0,0.0,1.0,0.0,15.0,2.0,6.0,26.1,7.0,0.0,29.0,22.0,75.9,201.0,9.1,90.0,35.0,2.0,0.0,2.0,117.2,0 (0),6.0,27.0,2.0,203.0,45.0,0.0,0.0,0.0,6.0
Duron Harmon,#30,S,5.0,138.0,47.0,6.0,85.0,58.2,43.2,87.8,71.2,62.5,2.0,1.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,6.0,0.0,7.0,6.0,85.7,48.0,8.0,27.0,18.0,1.0,1.0,0.0,95.2,0 (0),6.0,63.0,38.0,25.0,6.0,0.0,0.0,0.0,6.0
Mike Ford,#28,CB,12.0,159.0,45.0,6.0,108.0,56.8,29.7,74.6,64.7,64.2,0.0,0.0,0.0,0.0,0.0,16.0,3.0,1.0,5.0,4.0,0.0,24.0,17.0,70.8,181.0,10.6,70.0,40.0,4.0,1.0,0.0,114.8,1 (0),2.0,9.0,1.0,56.0,91.0,0.0,0.0,0.0,2.0
Alex Wright,#91,ED,17.0,407.0,163.0,231.0,13.0,55.6,52.1,62.0,61.6,60.2,21.0,5.0,1.0,15.0,1.0,14.0,7.0,2.0,8.7,16.0,2.0,4.0,3.0,75.0,31.0,10.3,14.0,14.0,0.0,0.0,1.0,96.9,4 (0),406.0,1.0,0.0,0.0,0.0,0.0,27.0,28.0,351.0
Rodney McLeod,#26,S,10.0,280.0,106.0,5.0,169.0,54.1,61.3,50.3,52.5,52.5,1.0,0.0,0.0,1.0,0.0,18.0,6.0,5.0,17.2,11.0,0.0,10.0,5.0,50.0,47.0,9.4,31.0,17.0,0.0,0.0,1.0,63.3,0 (0),15.0,48.0,136.0,69.0,12.0,0.0,0.0,0.0,15.0
Tony Fields II,#42,LB,17.0,253.0,124.0,16.0,113.0,50.6,50.5,69.9,48.2,55.9,2.0,0.0,0.0,2.0,0.0,15.0,9.0,2.0,7.7,7.0,0.0,13.0,10.0,76.9,85.0,8.5,73.0,20.0,0.0,0.0,0.0,93.4,0 (0),20.0,224.0,1.0,8.0,0.0,0.0,0.0,0.0,20.0
Jordan Elliott,#96,DI,18.0,466.0,224.0,240.0,2.0,47.3,45.1,48.7,63.9,65.5,13.0,3.0,0.0,10.0,1.0,15.0,5.0,3.0,13.0,12.0,0.0,1.0,1.0,100.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,87.5,6 (1),466.0,0.0,0.0,0.0,0.0,7.0,434.0,23.0,2.0
Isaiah McGuire,#57,ED,4.0,93.0,34.0,56.0,3.0,46.9,35.2,53.5,64.6,62.0,8.0,2.0,1.0,5.0,0.0,4.0,0.0,1.0,20.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),92.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0
Matthew Adams,#40,LB,10.0,96.0,46.0,9.0,41.0,44.2,46.2,29.5,73.7,44.1,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,25.0,1.0,0.0,6.0,5.0,83.3,45.0,9.0,24.0,25.0,1.0,0.0,0.0,137.5,0 (0),13.0,72.0,0.0,10.0,1.0,1.0,2.0,0.0,10.0
Siaki Ika,#62,DI,5.0,103.0,47.0,55.0,1.0,29.0,31.3,67.3,51.5,59.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,1.0,100.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,83.3,3 (0),103.0,0.0,0.0,0.0,0.0,5.0,93.0,5.0,0.0
