Player,JerseyNumber,Position,GamesPlayed,PuntingGrade,PuntingTotalPunts,PuntingTotalYards,PuntingYardsPerAttempt,PuntingNetYardsPerAttempt,PuntingLongestPunt,PuntingInsideThe20,PuntingBlocked,PuntingReturnPercentage,PuntingReturned,PuntingYardsAllowed,PuntingYardsPerReturnAllowed,PuntingTouchbacks,PuntingOutOfBounds,PuntingDowned,PuntingFairCatches,PuntingHangtimeAverage,PuntingHangtimeAverage.1
Corey Bojorquez,#13,P,17.0,79.0,91.0,"4,470",49.1,42.4,73.0,35.0,0.0,48.4,44.0,428.0,9.7,9.0,14.0,7.0,17.0,91.0,4.35
Matt Haack,#39,P,1.0,65.4,3.0,155,51.7,41.7,56.0,0.0,0.0,66.7,2.0,30.0,15.0,0.0,1.0,0.0,0.0,3.0,4.55
,,,,,,,,,,,,,,,,,,,,,
