DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Myles Garrett,#95,ED,17.0,543.0,522.0,96.1,94.7,12 (4),89.0,15.0,14.0,60.0,10.7,27.3,3.0,262.0,258.0,98.5,93.9,64.0,13.0,9.0,42.0,16.3,34.7,0.0
2.0,Jeremiah Owusu-Koramoah,#06,LB,17.0,486.0,80.0,16.5,87.4,2 (1),18.0,4.0,1.0,13.0,14.9,18.9,1.0,218.0,33.0,15.1,68.9,7.0,1.0,1.0,5.0,13.3,13.3,0.0
3.0,Za'Darius Smith,#99,ED,17.0,417.0,402.0,96.4,86.8,5 (2),61.0,6.0,15.0,40.0,8.9,18.1,1.0,208.0,202.0,97.1,90.2,45.0,5.0,10.0,30.0,13.7,23.0,0.0
4.0,Juan Thornhill,#01,S,12.0,382.0,5.0,1.3,83.8,1 (0),3.0,0.0,2.0,1.0,30.0,40.0,0.0,166.0,3.0,1.8,78.0,2.0,0.0,1.0,1.0,33.3,66.7,0.0
5.0,Maurice Hurst,#90,DI,13.0,176.0,173.0,98.3,75.9,4 (0),18.0,2.0,3.0,13.0,6.1,14.1,2.0,83.0,81.0,97.6,78.0,10.0,2.0,1.0,7.0,8.1,16.2,1.0
6.0,Shelby Harris,#93,DI,18.0,259.0,253.0,97.7,75.3,5 (0),22.0,2.0,2.0,18.0,5.1,11.1,5.0,97.0,94.0,96.9,71.8,15.0,1.0,2.0,12.0,9.6,15.7,1.0
7.0,Matthew Adams,#40,LB,4.0,50.0,9.0,18.0,73.7,0 (0),0.0,0.0,0.0,0.0,0.0,11.1,0.0,25.0,2.0,8.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,Dalvin Tomlinson,#94,DI,17.0,411.0,406.0,98.8,72.6,3 (0),36.0,4.0,9.0,23.0,5.3,9.5,0.0,183.0,181.0,98.9,72.8,25.0,3.0,6.0,16.0,8.3,11.3,0.0
9.0,Grant Delpit,#22,S,13.0,440.0,41.0,9.3,71.5,1 (0),12.0,1.0,2.0,9.0,16.7,2.6,1.0,197.0,18.0,9.1,66.0,8.0,1.0,1.0,6.0,28.1,6.3,0.0
10.0,Duron Harmon,#30,S,5.0,91.0,6.0,6.6,71.2,0 (0),2.0,1.0,0.0,1.0,25.0,0.0,0.0,42.0,2.0,4.8,69.6,1.0,1.0,0.0,0.0,50.0,0.0,0.0
11.0,Cameron Mitchell,#29,CB,14.0,220.0,11.0,5.0,68.4,0 (0),2.0,1.0,0.0,1.0,13.6,18.2,0.0,109.0,3.0,2.8,69.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0
