player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Jared Goff,2019,4,134.0,33.5,110.042682,0.178,181.846971,45.461743,149.335287,00-0033106,2023,DET,QB,QB,16.0,1994-10-14,LA,1.0,29.0
Teddy Bridgewater,2023,1,3.0,3.0,2.55,0.013,3.408363,3.408363,2.897109,00-0031237,2023,DET,QB,QB,10.0,1992-11-10,MIN,32.0,31.0
Nate Sudfeld,2023,1,1.6,1.6,1.0,0.007,1.817794,1.817794,1.136121,00-0032792,2023,DET,QB,QB,10.0,1993-10-07,WAS,187.0,30.0
Hendon Hooker,2023,4,5.719028,1.429757,1.159292,0.006,6.497508,1.624377,1.317096,00-0038550,2023,DET,QB,QB,12.0,1998-01-13,DET,68.0,26.0
David Blough,2023,1,1.2325,1.2325,0.07625,0.005,1.400269,1.400269,0.086629,00-0035040,2023,DET,QB,QB,18.0,1995-07-31,,,28.0
Adrian Martinez,2023,3,2.705,0.901667,0.06,0.004,3.073207,1.024403,0.068167,00-0038658,2023,DET,QB,QB,18.0,,,,
David Montgomery,2023,3,18.0,6.0,8.75,0.027,20.450178,6.816726,9.941059,00-0035685,2023,DET,RB,RB,5.0,1997-06-07,CHI,73.0,26.0
Jahmyr Gibbs,2023,4,17.845138,4.461285,17.845138,0.02,20.274236,5.06856,20.274236,00-0039139,2023,DET,RB,RB,26.0,2002-03-20,DET,12.0,22.0
Craig Reynolds,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0035567,2023,DET,RB,RB,13.0,1996-06-15,,,27.0
Justin Jackson,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034440,2023,DET,RB,RB,42.0,1996-04-22,LAC,251.0,28.0
Jake Funk,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036860,2023,DET,RB,RB,37.0,1998-01-11,LA,233.0,26.0
Jermar Jefferson,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036670,2023,DET,RB,RB,28.0,2000-04-15,DET,257.0,24.0
Devine Ozigbo,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0035184,2023,DET,RB,RB,33.0,1996-10-02,,,27.0
Benjamin Snell Jr.,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0035217,2023,DET,RB,RB,38.0,1998-02-27,PIT,122.0,26.0
Zonovan Knight,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0037157,2023,DET,RB,RB,28.0,2001-04-11,,,23.0
Mohamed Ibrahim,2023,3,2.7,0.9,0.1,0.004,3.067527,1.022509,0.113612,00-0038656,2023,DET,RB,RB,35.0,1999-09-08,,,24.0
Jason Cabinda,2023,1,0.2898,0.2898,0.0,0.001,0.329248,0.329248,0.0,00-0034171,2023,DET,RB,FB,45.0,1996-03-17,,,28.0
Marvin Jones,2023,1,3.0,3.0,3.0,0.013,3.408363,3.408363,3.408363,00-0029293,2023,DET,WR,WR,0.0,1990-03-12,CIN,166.0,34.0
Kalif Raymond,2023,2,10.5,5.25,8.15,0.023,11.92927,5.964635,9.259386,00-0032464,2023,DET,WR,WR,11.0,1994-08-08,,,29.0
Jameson Williams,2022,4,17.461792,4.365448,17.461792,0.021,21.420469,5.355117,21.420469,00-0037240,2023,DET,WR,WR,9.0,2001-03-26,DET,12.0,23.0
Josh Reynolds,2022,2,6.0,3.0,2.7,0.014,7.360231,3.680115,3.312104,00-0033943,2023,DET,WR,WR,8.0,1995-02-16,LA,117.0,29.0
