Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Carson Tinker,#46,LS,5.0,37.0,0.0,0.0,0.0,14.0,0.0,23.0,55.9,-,-,-,0 (0),0.0,0.0,2.0,los-angeles-rams
Brett Maher,#08,K,9.0,45.0,0.0,2.0,0.0,0.0,0.0,43.0,60.3,60.0,-,48.6,0 (0),0.0,0.0,0.0,los-angeles-rams
Lucas Havrisik,#08,K,9.0,50.0,0.0,8.0,0.0,0.0,0.0,42.0,60.4,63.3,-,39.6,0 (0),0.0,0.0,0.0,los-angeles-rams
Alex Ward,#47,LS,13.0,115.0,0.0,0.0,0.0,53.0,0.0,62.0,64.8,-,-,-,0 (0),0.0,1.0,2.0,los-angeles-rams
Ethan Evans,#42,P,18.0,240.0,0.0,88.0,0.0,67.0,0.0,85.0,63.7,88.5,72.6,-,1 (0),0.0,0.0,1.0,los-angeles-rams
