Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Ronnie Rivers,#20,HB,10.0,63.3,1.0,63.0,1.0,16.0,16.0,16.0,0.0,2.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Kyren Williams,#23,HB,13.0,61.4,4.0,58.8,1.0,8.0,8.0,8.0,0.0,1.0,0.0,63.2,3.0,21.0,5.0,11.0,7.0,0.0,0.0
Puka Nacua,#17,WR,18.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Tyler Higbee,#89,TE,16.0,59.9,1.0,59.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Demarcus Robinson,#15,WR,17.0,59.4,1.0,59.5,1.0,20.0,20.0,20.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Austin Trammell,#81,WR,17.0,52.4,32.0,51.2,7.0,125.0,36.0,17.9,0.0,15.0,0.0,59.8,25.0,183.0,22.0,29.0,7.3,0.0,2.0
,,,,,,,,,,,,,,,,,,,,,
