Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Matthew Stafford,#09,QB,16.0,605.0,557.0,351.0,63.0,"4,332",7.8,26.0,11.0,88.2,86.0,61.3,92.1,37.0,6.3,12.0,1.9,8.2,74.3,30.0,7.9,8.0,4.0,29.0,203.0,32.0,15.8,2.59,14.0,204.0,94.3,7 (0)
Carson Wentz,#11,QB,1.0,30.0,24.0,17.0,70.8,163,6.8,2.0,1.0,80.7,80.2,68.1,80.8,3.0,10.3,0.0,0.0,6.7,87.0,3.0,15.0,0.0,0.0,1.0,9.0,2.0,22.2,2.49,4.0,12.0,99.8,0 (0)
Brett Rypien,#11,QB,2.0,44.0,38.0,18.0,47.4,172,4.5,0.0,1.0,48.1,48.0,70.7,22.4,0.0,0.0,3.0,6.4,8.7,58.8,2.0,10.0,3.0,0.0,1.0,14.0,2.0,14.3,2.74,3.0,9.0,49.5,3 (1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
