player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Matt Stafford,2022,4,160.0,40.0,135.0,0.192,196.272815,49.068204,165.605187,00-0026498,2023,LA,QB,QB,9.0,1988-02-07,DET,1.0,36.0
Carson Wentz,2023,1,1.315,1.315,0.15,0.006,1.493999,1.493999,0.170418,00-0032950,2023,LA,QB,QB,11.0,1992-12-30,PHI,2.0,31.0
Stetson Bennett,2023,4,4.539132,1.134783,0.699132,0.005,5.157003,1.289251,0.794299,00-0039107,2023,LA,QB,QB,13.0,1997-10-28,LA,128.0,26.0
Braxton Burmeister,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038365,2023,LA,QB,QB,4.0,,,,
Dresser Winn,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038385,2023,LA,QB,QB,12.0,1998-11-11,,,25.0
Sony Michel,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034845,2023,LA,RB,RB,24.0,1995-02-17,NE,31.0,29.0
Royce Freeman,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034838,2023,LA,RB,RB,24.0,1996-02-24,DEN,71.0,28.0
Darrell Henderson,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0035664,2023,LA,RB,RB,27.0,1997-08-19,LA,70.0,26.0
Kyren Williams,2022,4,3.970408,0.992602,0.310408,0.005,4.87052,1.21763,0.380779,00-0037840,2023,LA,RB,RB,23.0,2000-08-26,LA,164.0,23.0
Zach Evans,2023,4,3.973332,0.993333,0.133332,0.004,4.514186,1.128546,0.151481,00-0039136,2023,LA,RB,RB,21.0,2001-05-30,LA,215.0,22.0
Ronnie Rivers,2022,3,2.569,0.856333,0.009,0.004,3.151405,1.050468,0.01104,00-0037557,2023,LA,RB,RB,20.0,1999-01-31,,,25.0
Cooper Kupp,2022,3,80.1,26.7,75.0,0.128,98.259078,32.753026,92.002882,00-0033908,2023,LA,WR,WR,10.0,1993-06-15,LA,69.0,30.0
Tutu Atwell,2021,4,5.908698,1.477175,3.245813,0.008,8.26894,2.067236,4.54236,00-0036849,2023,LA,WR,WR,5.0,1999-10-07,LA,57.0,24.0
Demarcus Robinson,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0032775,2023,LA,WR,WR,15.0,1994-09-21,KC,126.0,29.0
Bennett Skowronek,2021,4,3.564524,0.891131,0.084524,0.005,4.98838,1.247095,0.118287,00-0036862,2023,LA,WR,WR,18.0,1997-06-27,LA,249.0,26.0
Tyler Johnson,2023,1,1.035,1.035,0.0,0.005,1.175885,1.175885,0.0,00-0036427,2023,LA,WR,WR,16.0,1998-08-25,TB,161.0,25.0
Puka Nacua,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0039075,2023,LA,WR,WR,17.0,2001-05-29,LA,177.0,22.0
Austin Trammell,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036841,2023,LA,WR,WR,81.0,1998-07-04,,,25.0
Xavier Smith,2023,3,2.7,0.9,0.005,0.004,3.067527,1.022509,0.005681,00-0038359,2023,LA,WR,WR,19.0,1997-09-21,,,26.0
Tyler Hudson,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038356,2023,LA,WR,WR,86.0,,,,
Tyler Higbee,2023,2,17.0,8.5,16.07598,0.038,19.314057,9.657028,18.264258,00-0033110,2023,LA,TE,TE,89.0,1993-01-01,LA,110.0,31.0
Hunter Long,2021,4,4.968696,1.242174,0.973596,0.007,6.953452,1.738363,1.362501,00-0037004,2023,LA,TE,TE,84.0,1998-08-19,MIA,81.0,25.0
Brycen Hopkins,2020,4,3.948132,0.987033,0.653132,0.005,5.087553,1.271888,0.841624,00-0036424,2023,LA,TE,TE,88.0,1997-03-27,LA,136.0,27.0
Davis Allen,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0039074,2023,LA,TE,TE,87.0,2001-02-03,LA,175.0,23.0
Miller Forristall,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036692,2023,LA,TE,TE,82.0,1998-03-11,,,26.0
Nikola Kalinic,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0037031,2023,LA,TE,TE,83.0,1997-01-21,,,27.0
Camren McDonald,2023,3,2.7025,0.900833,0.0075,0.004,3.070367,1.023455,0.008521,00-0038467,2023,LA,TE,TE,45.0,,,,
Christian Sims,2023,3,2.702,0.900667,0.007,0.004,3.069799,1.023267,0.007953,00-0038948,2023,LA,TE,TE,46.0,,,,
Jordan Jones,2023,3,2.71,0.903333,0.015,0.004,3.078888,1.026296,0.017042,00-0038369,2023,LA,DB,CB,38.0,,,,
Joseph Noteboom,2022,3,40.0,13.333333,25.0,0.064,49.068204,16.356067,30.667627,00-0034803,2023,LA,OL,T,70.0,1995-06-19,LA,89.0,28.0
Logan Bruss,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0037836,2023,LA,OL,G,60.0,1998-10-06,LA,104.0,25.0
Warren McClendon,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0039077,2023,LA,OL,T,71.0,2001-04-11,LA,174.0,23.0
Alaric Jackson,2021,3,2.445,0.815,0.02,0.004,3.42166,1.140553,0.027989,00-0036603,2023,LA,OL,T,77.0,1998-07-14,,,25.0
Jonah Williams,2022,2,1.765,0.8825,0.0,0.004,2.165134,1.082567,0.0,00-0035944,2023,LA,DL,DE,92.0,1995-08-17,,,28.0
Steve Avila,2023,4,9.252708,2.313177,7.442147,0.01,10.512196,2.628049,8.455179,00-0039058,2023,LA,OL,G,73.0,1999-10-16,LA,36.0,24.0
Coleman Shelton,2023,2,4.75,2.375,3.75,0.011,5.396575,2.698287,4.260454,00-0034114,2023,LA,OL,C,65.0,1995-07-28,,,28.0
Grant Miller,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,00-0038947,2023,LA,OL,G,63.0,1998-09-22,,,25.0
Brian Allen,2023,2,10.0,5.0,3.0,0.022,11.36121,5.680605,3.408363,00-0034804,2023,LA,OL,C,55.0,1995-10-11,LA,111.0,28.0
Sean Maginn,2023,3,2.701,0.900333,0.006,0.004,3.068663,1.022887,0.006817,00-0038384,2023,LA,OL,G,66.0,,,,
Mike McAllister,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,00-0038358,2023,LA,OL,C,68.0,1999-06-12,,,24.0
