Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Justin Fields,#01,QB,13.0,457.0,370.0,227.0,61.4,"2,562",6.9,16.0,9.0,74.6,67.2,84.9,33.8,21.0,5.5,16.0,3.3,8.8,74.4,14.0,5.8,10.0,7.0,29.0,223.0,43.0,19.3,3.39,43.0,141.0,86.3,5 (0)
Tyson Bagent,#17,QB,5.0,159.0,143.0,94.0,65.7,859,6.0,3.0,6.0,57.7,50.8,81.2,50.5,2.0,1.3,11.0,6.6,6.5,76.3,6.0,6.0,3.0,3.0,6.0,53.0,5.0,9.4,2.91,11.0,55.0,71.4,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
