Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Bryan Anger,#05,P,18.0,140.0,0.0,0.0,0.0,47.0,0.0,93.0,64.2,-,87.5,-,1 (0),1.0,0.0,0.0,dallas-cowboys
Trent Sieg,#44,LS,18.0,140.0,0.0,0.0,0.0,47.0,0.0,93.0,74.5,-,-,-,0 (0),2.0,0.0,0.0,dallas-cowboys
Brandon Aubrey,#17,K,18.0,207.0,0.0,114.0,0.0,0.0,0.0,93.0,61.1,90.2,-,90.2,0 (0),0.0,0.0,0.0,dallas-cowboys
