RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,CeeDee Lamb,#88,WR,18.0,197.0,144.0,73.1,"1,859",12.9,12.0,90.9,91.2,89.3,50.6,-,742.0,692.0,93.3,0.0,0.0,435.0,58.6,299.0,40.3,2.0,0.3,709.0,4.9,2.69,10.4,92.0,6.0,4.0,30.0,11.0,36.7,2.0,3.0,20.0,87.0,118.4,6 (0)
2.0,Jake Ferguson,#87,TE,18.0,108.0,81.0,75.0,854,10.5,8.0,74.5,76.6,74.1,82.2,73.1,647.0,573.0,88.6,34.0,5.3,290.0,44.8,65.0,10.0,283.0,43.7,454.0,5.6,1.49,6.3,40.0,5.0,5.8,26.0,12.0,46.2,1.0,0.0,18.0,47.0,118.4,4 (0)
3.0,Deuce Vaughn,#42,HB,6.0,7.0,7.0,100.0,40,5.7,0.0,46.4,76.0,75.6,80.8,35.7,30.0,20.0,66.7,9.0,30.0,1.0,3.3,3.0,10.0,0.0,0.0,47.0,6.7,2.0,-1.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,90.5,0 (0)
4.0,Brandin Cooks,#03,WR,17.0,90.0,61.0,67.8,707,11.6,8.0,68.8,69.9,83.9,57.6,-,635.0,594.0,93.5,0.0,0.0,228.0,35.9,407.0,64.1,0.0,0.0,140.0,2.3,1.19,13.4,37.0,1.0,1.6,18.0,9.0,50.0,5.0,1.0,4.0,42.0,97.8,1 (1)
5.0,KaVontae Turpin,#09,WR,16.0,18.0,12.0,66.7,127,10.6,3.0,67.7,69.8,31.0,62.1,66.2,102.0,96.0,94.1,1.0,1.0,76.0,74.5,22.0,21.6,0.0,0.0,39.0,3.3,1.32,9.3,34.0,3.0,20.0,3.0,2.0,66.7,0.0,0.0,3.0,9.0,126.6,1 (0)
6.0,Michael Gallup,#13,WR,18.0,62.0,40.0,64.5,521,13.0,2.0,63.4,64.5,65.5,78.0,-,474.0,443.0,93.5,0.0,0.0,49.0,10.3,425.0,89.7,0.0,0.0,141.0,3.5,1.18,11.2,42.0,3.0,7.0,20.0,7.0,35.0,2.0,0.0,4.0,23.0,88.2,0 (0)
7.0,Jalen Brooks,#83,WR,6.0,6.0,6.0,100.0,64,10.7,0.0,65.1,62.3,29.8,68.8,-,35.0,33.0,94.3,0.0,0.0,3.0,8.6,32.0,91.4,0.0,0.0,30.0,5.0,1.94,5.7,24.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,4.0,111.1,0 (0)
8.0,Rico Dowdle,#23,HB,17.0,24.0,19.0,79.2,158,8.3,2.0,66.6,59.6,56.9,88.5,34.1,151.0,122.0,80.8,21.0,13.9,11.0,7.3,10.0,6.6,0.0,0.0,180.0,9.5,1.3,0.3,32.0,2.0,9.5,1.0,0.0,0.0,0.0,0.0,7.0,8.0,121.9,0 (0)
9.0,Jalen Tolbert,#18,WR,18.0,36.0,22.0,61.1,268,12.2,2.0,56.5,58.0,72.1,75.5,-,321.0,300.0,93.5,0.0,0.0,116.0,36.1,205.0,63.9,0.0,0.0,31.0,1.4,0.89,14.2,45.0,1.0,4.3,8.0,4.0,50.0,1.0,0.0,2.0,13.0,91.0,1 (0)
10.0,Hunter Luepke,#40,FB,17.0,3.0,3.0,100.0,18,6.0,0.0,56.7,56.0,70.5,73.7,20.2,53.0,39.0,73.6,7.0,13.2,3.0,5.7,3.0,5.7,3.0,5.7,16.0,5.3,0.46,0.7,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,91.7,0 (0)
