Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
KaVontae Turpin,#09,WR,17.0,81.9,28.0,67.9,15.0,419.0,63.0,27.9,0.0,0.0,0.0,85.3,13.0,79.0,25.0,15.0,6.1,0.0,0.0
CeeDee Lamb,#88,WR,18.0,61.2,1.0,61.2,1.0,2.0,2.0,2.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Rico Dowdle,#23,HB,17.0,57.9,6.0,58.1,6.0,86.0,31.0,14.3,0.0,1.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Deuce Vaughn,#42,HB,7.0,57.3,4.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,62.4,4.0,19.0,1.0,11.0,4.8,0.0,0.0
Hunter Luepke,#40,FB,18.0,55.4,2.0,55.8,2.0,15.0,15.0,7.5,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Jalen Tolbert,#18,WR,18.0,46.8,1.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,52.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,
