DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
1.0,DeMarcus Lawrence,#90,ED,18.0,238.0,92.2,34.0,13.0,3.0,6.0,27.0,11.4,1.0,1.0,3 (1)
2.0,Jourdan Lewis,#02,CB,17.0,273.0,90.8,16.0,3.0,1.0,5.0,6.0,2.2,2.0,5.4,3 (1)
3.0,DaRon Bland,#26,CB,18.0,402.0,90.0,18.0,8.0,2.0,7.1,6.0,1.5,0.0,10.3,5 (0)
4.0,Malik Hooker,#28,S,17.0,326.0,88.3,12.0,13.0,3.0,10.7,4.0,1.2,1.0,6.3,0 (0)
5.0,Stephon Gilmore,#21,CB,18.0,433.0,72.9,12.0,1.0,2.0,13.3,3.0,0.7,0.0,8.3,6 (2)
6.0,Leighton Vander Esch,#55,LB,5.0,105.0,70.0,13.0,4.0,0.0,0.0,6.0,5.8,0.0,4.8,0 (0)
7.0,Israel Mukuamu,#24,S,8.0,30.0,69.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1 (0)
8.0,Tyrus Wheat,#91,ED,6.0,11.0,69.6,2.0,0.0,0.0,0.0,1.0,9.1,0.0,4.0,0 (0)
9.0,Micah Parsons,#11,ED,18.0,359.0,65.9,31.0,15.0,5.0,9.8,19.0,5.4,1.0,1.8,7 (1)
10.0,Osa Odighizuwa,#97,DI,18.0,303.0,65.1,28.0,12.0,5.0,11.1,22.0,7.4,0.0,1.1,2 (1)
11.0,Nahshon Wright,#25,CB,5.0,19.0,64.6,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
12.0,Markquese Bell,#14,LB,18.0,279.0,62.5,44.0,12.0,3.0,5.1,20.0,7.3,0.0,4.8,3 (1)
13.0,Sam Williams,#54,ED,18.0,113.0,62.2,10.0,7.0,1.0,5.6,8.0,7.1,0.0,1.6,3 (0)
14.0,Donovan Wilson,#06,S,16.0,303.0,62.1,33.0,20.0,9.0,14.5,16.0,5.4,1.0,4.7,4 (0)
15.0,Trevon Diggs,#07,CB,2.0,30.0,62.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1 (0)
15.0,Dante Fowler Jr.,#56,ED,15.0,65.0,62.0,5.0,1.0,1.0,14.3,3.0,4.6,0.0,1.4,5 (1)
17.0,Noah Igbinoghene,#19,CB,2.0,8.0,60.8,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
18.0,Buddy Johnson,#57,LB,1.0,1.0,60.7,1.0,0.0,0.0,0.0,1.0,100.0,0.0,3.0,0 (0)
19.0,Peyton Hendershot,#89,TE,1.0,1.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
19.0,KaVontae Turpin,#09,WR,1.0,1.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
19.0,Devin Harper,#50,LB,1.0,1.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
19.0,C.J. Goodwin,#29,CB,2.0,3.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
23.0,Juanyeh Thomas,#30,S,12.0,79.0,58.3,4.0,5.0,3.0,25.0,2.0,2.5,0.0,5.3,0 (0)
24.0,Dorance Armstrong,#92,ED,18.0,168.0,58.1,17.0,7.0,1.0,4.0,13.0,7.9,0.0,3.2,1 (0)
25.0,Damone Clark,#33,LB,18.0,393.0,56.8,48.0,24.0,3.0,4.0,20.0,5.2,0.0,3.9,1 (0)
26.0,Jayron Kearse,#01,S,17.0,359.0,54.7,27.0,9.0,4.0,10.0,10.0,2.8,0.0,7.5,8 (2)
27.0,Neville Gallimore,#96,DI,18.0,145.0,54.6,11.0,8.0,1.0,5.0,8.0,5.6,0.0,2.6,1 (0)
28.0,Sheldrick Redwine,#36,S,1.0,7.0,53.7,0.0,0.0,1.0,100.0,0.0,0.0,0.0,,0 (0)
29.0,Johnathan Hankins,#95,DI,15.0,198.0,52.4,19.0,11.0,3.0,9.1,10.0,5.1,0.0,2.8,3 (0)
30.0,Chauncey Golston,#99,DI,18.0,130.0,49.9,13.0,10.0,3.0,11.5,10.0,7.9,0.0,2.5,0 (0)
31.0,Malik Jefferson,#46,LB,1.0,6.0,49.3,1.0,1.0,1.0,33.3,1.0,16.7,0.0,-4.0,0 (0)
32.0,Rashaan Evans,#32,LB,6.0,39.0,47.2,4.0,3.0,0.0,0.0,2.0,5.1,0.0,3.5,1 (0)
33.0,Carl Davis Jr.,#98,DI,3.0,24.0,44.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0 (0)
34.0,Mazi Smith,#58,DI,18.0,152.0,31.8,8.0,6.0,0.0,0.0,6.0,4.0,0.0,1.6,0 (0)
,,,,,,,,,,,,,,,
