Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Micah Parsons,#11,ED,18.0,910,359.0,532.0,19.0,92.4,65.9,66.7,93.7,68.6,106.0,16.0,19.0,71.0,0.0,36.0,17.0,6.0,10.2,34.0,1.0,6.0,4.0,66.7,30.0,7.5,7.0,20.0,0.0,0.0,0.0,78.5,7 (1),801.0,108.0,0.0,1.0,0.0,4.0,12.0,20.0,765.0
DeMarcus Lawrence,#90,ED,18.0,647,238.0,401.0,8.0,91.0,92.2,49.7,79.3,64.9,48.0,4.0,5.0,39.0,3.0,38.0,14.0,8.0,13.3,32.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,118.8,3 (1),635.0,12.0,0.0,0.0,0.0,7.0,42.0,79.0,507.0
DaRon Bland,#26,CB,18.0,"1,020",402.0,4.0,614.0,89.5,90.0,70.7,69.6,86.4,2.0,0.0,1.0,1.0,0.0,62.0,14.0,7.0,8.4,17.0,0.0,93.0,52.0,55.9,730.0,14.0,278.0,73.0,3.0,9.0,6.0,52.6,5 (0),5.0,77.0,0.0,107.0,830.0,0.0,0.0,0.0,5.0
Juanyeh Thomas,#30,S,14.0,192,79.0,3.0,110.0,81.1,58.3,47.2,53.3,85.9,1.0,0.0,0.0,1.0,0.0,12.0,5.0,4.0,19.0,7.0,0.0,14.0,8.0,57.1,72.0,9.0,70.0,29.0,1.0,0.0,3.0,94.9,0 (0),3.0,73.0,58.0,39.0,16.0,0.0,0.0,0.0,3.0
Trevon Diggs,#07,CB,2.0,101,30.0,0.0,71.0,80.7,62.0,80.7,-,82.8,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,25.0,26.0,13.0,20.0,24.0,0.0,1.0,2.0,1.0,1 (0),1.0,12.0,0.0,6.0,82.0,0.0,0.0,0.0,1.0
Malik Hooker,#28,S,17.0,862,326.0,6.0,530.0,77.2,88.3,74.6,53.1,71.7,1.0,0.0,0.0,1.0,0.0,31.0,22.0,6.0,10.2,5.0,1.0,10.0,8.0,80.0,160.0,20.0,84.0,69.0,2.0,1.0,1.0,118.8,0 (0),12.0,82.0,721.0,43.0,4.0,0.0,0.0,0.0,12.0
Osa Odighizuwa,#97,DI,18.0,676,303.0,372.0,1.0,77.0,65.1,40.9,78.7,66.8,44.0,3.0,10.0,31.0,0.0,32.0,12.0,6.0,12.0,27.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (1),675.0,0.0,0.0,0.0,0.0,20.0,471.0,174.0,10.0
Markquese Bell,#14,LB,18.0,701,279.0,21.0,401.0,76.8,62.5,78.1,67.8,83.5,3.0,0.0,0.0,3.0,1.0,80.0,20.0,7.0,6.5,34.0,2.0,53.0,38.0,71.7,374.0,9.8,314.0,39.0,3.0,0.0,3.0,110.1,3 (1),22.0,608.0,1.0,56.0,12.0,0.0,0.0,0.0,22.0
Israel Mukuamu,#24,S,10.0,77,30.0,0.0,47.0,76.3,69.7,78.8,-,73.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,50.0,9.0,9.0,1.0,9.0,0.0,0.0,1.0,62.5,1 (0),0.0,5.0,33.0,5.0,32.0,0.0,0.0,0.0,0.0
KaVontae Turpin,#09,WR,3.0,3,1.0,0.0,2.0,75.2,60.0,-,-,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephon Gilmore,#21,CB,18.0,"1,055",433.0,0.0,622.0,71.2,72.9,76.2,-,69.3,0.0,0.0,0.0,0.0,0.0,67.0,7.0,5.0,6.3,17.0,1.0,95.0,54.0,56.8,734.0,13.6,221.0,68.0,5.0,2.0,9.0,90.4,6 (2),4.0,76.0,2.0,58.0,915.0,0.0,0.0,0.0,4.0
Devin Harper,#50,LB,2.0,4,1.0,0.0,3.0,70.2,60.0,83.6,-,64.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorance Armstrong,#92,ED,18.0,468,168.0,290.0,10.0,69.6,58.1,71.4,69.7,72.4,35.0,9.0,4.0,22.0,1.0,20.0,9.0,3.0,9.4,23.0,0.0,2.0,2.0,100.0,19.0,9.5,28.0,10.0,0.0,0.0,0.0,106.3,1 (0),435.0,31.0,0.0,0.0,0.0,1.0,55.0,58.0,321.0
C.J. Goodwin,#29,CB,2.0,17,3.0,0.0,14.0,69.2,60.0,75.4,-,69.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,-3.0,-3.0,2.0,-3.0,0.0,0.0,0.0,79.2,0 (0),0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Sam Williams,#54,ED,18.0,314,113.0,193.0,8.0,68.2,62.2,68.1,73.0,58.3,24.0,5.0,3.0,16.0,0.0,12.0,8.0,1.0,4.8,14.0,1.0,1.0,1.0,100.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,91.7,3 (0),310.0,1.0,0.0,0.0,0.0,0.0,7.0,36.0,267.0
Buddy Johnson,#57,LB,1.0,2,1.0,0.0,1.0,67.4,60.7,75.8,-,62.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Donovan Wilson,#06,S,16.0,776,303.0,20.0,453.0,66.2,62.1,56.8,80.7,66.6,6.0,0.0,1.0,5.0,0.0,63.0,24.0,13.0,13.0,23.0,1.0,29.0,21.0,72.4,217.0,10.3,123.0,26.0,2.0,2.0,2.0,87.9,4 (0),49.0,321.0,296.0,92.0,18.0,0.0,0.0,0.0,49.0
Chauncey Golston,#99,DI,18.0,322,130.0,190.0,2.0,66.1,49.9,48.6,75.0,60.6,20.0,2.0,1.0,17.0,0.0,14.0,11.0,5.0,16.7,11.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),320.0,1.0,0.0,0.0,0.0,2.0,162.0,136.0,20.0
Leighton Vander Esch,#55,LB,5.0,269,105.0,31.0,133.0,65.5,70.0,89.0,51.0,62.4,3.0,0.0,1.0,2.0,0.0,22.0,8.0,0.0,0.0,8.0,0.0,7.0,5.0,71.4,43.0,8.6,44.0,19.0,0.0,0.0,0.0,87.2,0 (0),66.0,183.0,0.0,19.0,1.0,0.0,0.0,1.0,65.0
Dante Fowler Jr.,#56,ED,18.0,275,65.0,206.0,4.0,63.8,62.0,32.0,69.9,64.3,36.0,5.0,2.0,29.0,0.0,7.0,1.0,2.0,20.0,9.0,1.0,1.0,1.0,100.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,91.7,5 (1),272.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,259.0
Damone Clark,#33,LB,18.0,834,393.0,54.0,387.0,62.7,56.8,83.6,55.5,68.8,8.0,0.0,3.0,5.0,0.0,79.0,34.0,7.0,5.8,33.0,0.0,35.0,29.0,82.9,202.0,7.0,176.0,32.0,1.0,0.0,2.0,100.2,1 (0),105.0,674.0,0.0,50.0,4.0,0.0,0.0,2.0,103.0
