Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Nahshon Wright,#25,CB,8.0,52,19.0,0.0,33.0,60.1,64.6,29.5,-,58.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,50.0,1.0,0.0,6.0,5.0,83.3,22.0,4.4,20.0,7.0,1.0,0.0,0.0,121.5,0 (0),0.0,5.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
Hunter Luepke,#40,FB,1.0,1,0.0,1.0,0.0,60.0,-,-,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princeton Fant,#48,TE,1.0,1,0.0,1.0,0.0,60.0,-,-,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neville Gallimore,#96,DI,18.0,304,145.0,158.0,1.0,59.5,54.6,65.2,66.5,59.9,12.0,1.0,1.0,10.0,1.0,11.0,10.0,1.0,4.5,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),303.0,1.0,0.0,0.0,0.0,30.0,226.0,45.0,2.0
Johnathan Hankins,#95,DI,15.0,387,198.0,187.0,2.0,53.6,52.4,50.2,62.0,65.4,7.0,3.0,0.0,4.0,2.0,20.0,11.0,3.0,8.8,14.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3 (0),387.0,0.0,0.0,0.0,0.0,145.0,223.0,18.0,1.0
Peyton Hendershot,#89,TE,2.0,2,1.0,1.0,0.0,51.2,60.0,68.5,60.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheldrick Redwine,#36,S,1.0,7,7.0,0.0,0.0,50.5,53.7,23.7,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Jourdan Lewis,#02,CB,17.0,771,273.0,7.0,491.0,50.1,90.8,74.4,48.3,39.5,0.0,0.0,0.0,0.0,0.0,44.0,8.0,5.0,8.8,15.0,3.0,74.0,50.0,67.6,609.0,12.2,288.0,42.0,4.0,1.0,4.0,105.1,3 (1),11.0,104.0,3.0,635.0,18.0,0.0,0.0,0.0,11.0
Mazi Smith,#58,DI,18.0,308,152.0,156.0,0.0,47.2,31.8,74.3,70.0,61.1,8.0,1.0,2.0,5.0,0.0,8.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),307.0,0.0,0.0,0.0,0.0,48.0,220.0,39.0,0.0
Rashaan Evans,#32,LB,7.0,72,39.0,8.0,25.0,45.8,47.2,80.2,50.2,54.7,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,50.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,56.3,1 (0),10.0,57.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0
Jayron Kearse,#01,S,17.0,860,359.0,32.0,469.0,44.9,54.7,69.5,60.7,43.6,5.0,2.0,1.0,2.0,1.0,55.0,12.0,8.0,10.7,19.0,0.0,42.0,34.0,81.0,371.0,10.9,155.0,25.0,1.0,1.0,3.0,101.5,8 (2),87.0,381.0,169.0,186.0,37.0,0.0,0.0,0.0,87.0
Malik Jefferson,#46,LB,1.0,6,6.0,0.0,0.0,44.1,49.3,28.8,-,-,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.3,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Carl Davis Jr.,#98,DI,3.0,30,24.0,6.0,0.0,42.4,44.4,69.8,57.3,-,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),30.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0
Tyrus Wheat,#91,ED,7.0,32,11.0,11.0,10.0,40.7,69.6,24.5,51.2,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,60.0,1.0,0.0,2.0,2.0,100.0,37.0,18.5,28.0,26.0,0.0,0.0,0.0,118.8,0 (0),19.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0
Jalen Tolbert,#18,WR,2.0,2,0.0,0.0,2.0,34.0,-,95.4,-,20.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,59.0,29.5,26.0,31.0,0.0,0.0,0.0,118.8,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Igbinoghene,#19,CB,2.0,25,8.0,0.0,17.0,31.9,60.8,-,-,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,2.0,66.7,27.0,13.5,8.0,19.0,0.0,0.0,0.0,95.1,0 (0),0.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0
