OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
13.0,Luke Schoonmaker,#86,TE,18.0,388,263,67.8,226.0,37.0,49.8,59.1,58.1,34.0,22.8,1.0,0.0,3.0,4.0,92.6,1 (0),4.0,0,0,0,1,333.0
14.0,Brock Hoffman,#67,C,8.0,222,222,100.0,98.0,124.0,53.7,54.3,57.0,115.0,100.0,0.0,0.0,5.0,5.0,97.8,3 (0),0.0,0,156,65,0,0.0
15.0,T.J. Bass,#66,G,12.0,344,344,100.0,154.0,190.0,54.1,54.2,54.9,180.0,100.0,1.0,0.0,5.0,6.0,98.1,1 (0),0.0,137,0,204,0,2.0
16.0,Terence Steele,#78,T,18.0,"1,273","1,273",100.0,464.0,809.0,52.3,56.5,48.9,754.0,100.0,8.0,14.0,34.0,56.0,95.8,7 (1),0.0,0,0,0,"1,271",1.0
17.0,Deuce Vaughn,#42,HB,6.0,61,16,26.2,7.0,9.0,46.4,60.0,35.7,9.0,31.0,0.0,0.0,2.0,2.0,88.9,0 (0),0.0,0,0,0,0,0.0
18.0,Rico Dowdle,#23,HB,17.0,268,45,16.8,24.0,21.0,66.6,60.1,34.1,18.0,12.9,0.0,0.0,4.0,4.0,88.9,0 (0),0.0,0,0,0,0,2.0
19.0,Matt Waletzko,#79,T,1.0,7,7,100.0,3.0,4.0,54.3,59.4,26.0,4.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0,0,0,7,0.0
20.0,Hunter Luepke,#40,FB,18.0,154,102,66.2,95.0,7.0,56.7,55.6,20.2,7.0,15.2,0.0,1.0,1.0,2.0,85.7,0 (0),0.0,0,0,0,0,4.0
21.0,Cooper Rush,#10,QB,7.0,69,30,43.5,30.0,0.0,58.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0,0,0,0,0.0
21.0,Jalen Brooks,#83,WR,7.0,77,42,54.5,42.0,0.0,65.1,74.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0,0,0,0,0.0
21.0,Jalen Tolbert,#18,WR,18.0,513,192,37.4,192.0,0.0,56.5,42.2,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0.0,0,0,0,0,0.0
21.0,Michael Gallup,#13,WR,18.0,675,201,29.8,201.0,0.0,63.4,37.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0,0,0,0,0.0
21.0,Brandin Cooks,#03,WR,17.0,897,257,28.7,257.0,0.0,68.8,43.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (1),0.0,0,0,0,0,0.0
21.0,CeeDee Lamb,#88,WR,18.0,"1,078",321,29.8,321.0,0.0,90.9,54.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,6 (0),0.0,0,0,0,0,4.0
21.0,Dak Prescott,#04,QB,18.0,"1,210",396,32.7,396.0,0.0,90.0,60.2,-,0.0,0.0,0.0,0.0,0.0,0.0,,5 (0),0.0,0,0,0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
