PUNTING_2023_PUNTING_2023_Rank,PUNTING_2023_PUNTING_2023_Player,PUNTING_2023_PUNTING_2023_JerseyNumber,PUNTING_2023_PUNTING_2023_Position,PUNTING_2023_PUNTING_2023_GamesPlayed,PUNTING_2023_PUNTING_2023_PuntingGrade,PUNTING_2023_PUNTING_2023_PuntingTotalPunts,PUNTING_2023_PUNTING_2023_PuntingTotalYards,PUNTING_2023_PUNTING_2023_PuntingYardsPerAttempt,PUNTING_2023_PUNTING_2023_PuntingNetYardsPerAttempt,PUNTING_2023_PUNTING_2023_PuntingLongestPunt,PUNTING_2023_PUNTING_2023_PuntingInsideThe20,PUNTING_2023_PUNTING_2023_PuntingBlocked,PUNTING_2023_PUNTING_2023_PuntingReturnPercentage,PUNTING_2023_PUNTING_2023_PuntingReturned,PUNTING_2023_PUNTING_2023_PuntingYardsAllowed,PUNTING_2023_PUNTING_2023_PuntingYardsPerReturnAllowed,PUNTING_2023_PUNTING_2023_PuntingTouchbacks,PUNTING_2023_PUNTING_2023_PuntingOutOfBounds,PUNTING_2023_PUNTING_2023_PuntingDowned,PUNTING_2023_PUNTING_2023_PuntingFairCatches,PUNTING_2023_PUNTING_2023_PuntingHangtimeAverage,PUNTING_2023_PUNTING_2023_PuntingHangtimeAverage.1
1.0,Bryan Anger,#05,P,16.0,87.5,46.0,"2,342",50.9,44.7,63.0,19.0,0.0,52.2,24.0,247.0,10.3,2.0,2.0,3.0,15.0,46.0,4.55
,,,,,,,,,,,,,,,,,,,,,,
