Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Deonte Harty,#11,WR,18.0,67.1,28.0,62.0,2.0,34.0,27.0,17.0,0.0,1.0,0.0,68.6,26.0,323.0,27.0,96.0,12.4,1.0,1.0
Damien Harris,#22,HB,6.0,60.3,1.0,60.3,1.0,41.0,41.0,41.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Andy Isabella,#87,WR,4.0,59.4,2.0,59.4,2.0,44.0,25.0,22.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Leonard Fournette,#05,HB,2.0,56.8,1.0,57.1,1.0,17.0,17.0,17.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Ty Johnson,#26,HB,12.0,54.7,8.0,55.2,8.0,161.0,24.0,20.1,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Khalil Shakir,#10,WR,19.0,53.1,10.0,54.9,5.0,98.0,27.0,19.6,0.0,4.0,0.0,55.5,5.0,37.0,0.0,10.0,7.4,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,
