DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
1.0,Derrick Brown,#95,DI,17.0,427.0,90.0,68.0,34.0,4.0,3.8,50.0,11.8,0.0,2.5,5 (2)
2.0,Marquis Haynes Sr.,#98,ED,7.0,51.0,84.3,10.0,1.0,1.0,8.3,7.0,13.7,0.0,1.9,0 (0)
3.0,Jaycee Horn,#08,CB,6.0,125.0,79.7,5.0,3.0,1.0,11.1,3.0,2.4,0.0,2.0,0 (0)
4.0,Frankie Luvu,#49,LB,17.0,463.0,74.0,48.0,26.0,12.0,14.0,25.0,5.5,0.0,4.2,0 (0)
5.0,Xavier Woods,#25,S,14.0,363.0,73.7,22.0,6.0,4.0,12.5,7.0,1.9,0.0,7.1,4 (1)
6.0,Amare Barno,#90,ED,11.0,89.0,72.8,10.0,4.0,2.0,12.5,7.0,7.9,0.0,4.6,1 (0)
7.0,Shaquill Griffin,#20,CB,2.0,42.0,72.5,3.0,0.0,0.0,0.0,2.0,4.9,0.0,4.0,0 (0)
8.0,Jeremy Chinn,#21,S,11.0,128.0,68.1,12.0,8.0,1.0,4.8,8.0,6.4,0.0,7.4,1 (0)
9.0,Yetur Gross-Matos,#97,ED,12.0,221.0,66.4,16.0,11.0,3.0,10.0,14.0,6.4,0.0,1.8,2 (0)
10.0,Shaq Thompson,#07,LB,2.0,35.0,65.8,4.0,3.0,0.0,0.0,1.0,2.9,0.0,6.5,0 (0)
11.0,Nick Thurman,#91,DI,17.0,238.0,65.4,20.0,10.0,3.0,9.1,16.0,6.8,0.0,1.0,1 (0)
12.0,Eku Leota,#46,ED,6.0,35.0,63.6,2.0,1.0,1.0,25.0,2.0,5.7,0.0,2.5,0 (0)
13.0,Jammie Robinson,#22,S,3.0,23.0,63.5,3.0,0.0,0.0,0.0,1.0,4.3,0.0,8.3,0 (0)
