DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
14.0,Brian Burns,#00,ED,16.0,366.0,62.7,22.0,12.0,6.0,15.0,19.0,5.3,0.0,1.5,4 (1)
15.0,A.J. Parker,#37,CB,1.0,10.0,61.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
16.0,Vonn Bell,#24,S,13.0,367.0,59.8,27.0,15.0,7.0,14.3,4.0,1.1,0.0,9.4,1 (0)
17.0,LaBryan Ray,#93,DI,16.0,217.0,59.2,16.0,4.0,1.0,4.8,10.0,4.7,0.0,3.6,0 (0)
18.0,Alex Cook,#27,S,4.0,73.0,58.4,4.0,0.0,4.0,50.0,3.0,4.1,0.0,1.0,0 (0)
18.0,Troy Hill,#13,CB,16.0,160.0,58.4,13.0,6.0,3.0,13.6,7.0,4.4,1.0,2.8,4 (2)
20.0,Chandler Wooten,#57,LB,2.0,27.0,55.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
21.0,D'Shawn Jamison,#29,CB,6.0,46.0,53.1,2.0,0.0,0.0,0.0,1.0,2.2,0.0,4.5,0 (0)
21.0,DJ Johnson,#52,ED,13.0,134.0,53.1,9.0,4.0,2.0,13.3,7.0,5.3,0.0,3.0,0 (0)
23.0,Dicaprio Bootle,#32,CB,3.0,75.0,53.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,11.0,0 (0)
24.0,Shy Tuttle,#99,DI,17.0,329.0,52.8,31.0,9.0,4.0,9.1,20.0,6.1,0.0,3.6,3 (2)
25.0,Donte Jackson,#26,CB,16.0,420.0,52.3,15.0,5.0,8.0,28.6,9.0,2.2,0.0,5.6,4 (0)
26.0,Justin Houston,#50,ED,7.0,59.0,49.0,3.0,2.0,2.0,28.6,1.0,1.7,0.0,1.7,1 (0)
27.0,CJ Henderson,#23,CB,11.0,206.0,46.9,10.0,3.0,4.0,23.5,1.0,0.5,0.0,13.4,3 (2)
28.0,DeShawn Williams,#96,DI,16.0,204.0,46.1,15.0,11.0,4.0,13.3,11.0,5.4,0.0,2.5,1 (0)
29.0,Sam Webb,#27,CB,1.0,9.0,43.9,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
30.0,Deion Jones,#40,LB,13.0,89.0,43.8,12.0,3.0,4.0,21.1,8.0,9.1,0.0,3.3,2 (0)
31.0,Chris Wormley,#94,DI,5.0,30.0,41.5,2.0,3.0,0.0,0.0,1.0,3.3,0.0,5.5,0 (0)
32.0,Kamu Grugier-Hill,#54,LB,16.0,237.0,40.0,15.0,11.0,8.0,23.5,5.0,2.1,0.0,6.3,0 (0)
33.0,Sam Franklin Jr.,#42,S,5.0,140.0,38.4,7.0,5.0,5.0,29.4,4.0,2.9,0.0,3.1,1 (0)
34.0,David Long Jr.,#30,CB,2.0,25.0,35.8,1.0,2.0,1.0,25.0,0.0,0.0,0.0,15.0,0 (0)
35.0,Matthias Farley,#41,S,2.0,36.0,34.3,1.0,0.0,3.0,75.0,0.0,0.0,0.0,13.0,0 (0)
,,,,,,,,,,,,,,,
