RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,Adam Thielen,#19,WR,17.0,136.0,103.0,75.7,"1,014",9.8,4.0,72.7,75.3,86.7,33.0,46.5,683.0,637.0,93.3,5.0,0.7,472.0,69.1,205.0,30.0,0.0,0.0,350.0,3.4,1.59,8.0,32.0,4.0,3.7,12.0,6.0,50.0,1.0,2.0,3.0,56.0,103.0,5 (0)
2.0,Miles Sanders,#06,HB,16.0,38.0,27.0,71.1,154,5.7,0.0,60.8,68.0,66.6,56.4,23.3,265.0,211.0,79.6,38.0,14.3,16.0,6.0,35.0,13.2,0.0,0.0,161.0,6.0,0.73,0.6,14.0,2.0,6.9,1.0,0.0,0.0,1.0,0.0,8.0,8.0,67.2,0 (0)
3.0,Laviska Shenault Jr.,#05,WR,8.0,10.0,10.0,100.0,60,6.0,0.0,67.4,66.6,78.7,28.1,-,52.0,48.0,92.3,0.0,0.0,19.0,36.5,23.0,44.2,0.0,0.0,89.0,8.9,1.25,-2.9,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,91.7,0 (0)
4.0,Ihmir Smith-Marsette,#11,WR,13.0,10.0,8.0,80.0,51,6.4,0.0,63.6,63.7,54.9,89.9,-,60.0,55.0,91.7,0.0,0.0,37.0,61.7,22.0,36.7,0.0,0.0,50.0,6.3,0.93,0.7,18.0,1.0,11.1,0.0,0.0,,0.0,0.0,1.0,5.0,87.9,3 (0)
5.0,Chuba Hubbard,#30,HB,17.0,44.0,39.0,88.6,233,6.0,0.0,77.2,62.1,90.1,87.7,61.6,422.0,295.0,69.9,110.0,26.1,3.0,0.7,14.0,3.3,0.0,0.0,273.0,7.0,0.79,-0.8,25.0,0.0,0.0,0.0,0.0,,1.0,1.0,8.0,9.0,79.3,0 (0)
6.0,Tommy Tremble,#82,TE,16.0,30.0,23.0,76.7,194,8.4,3.0,55.6,62.0,85.3,75.3,62.0,286.0,250.0,87.4,22.0,7.7,105.0,36.7,41.0,14.3,139.0,48.6,100.0,4.3,0.78,7.5,30.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,7.0,10.0,112.4,3 (0)
7.0,Stephen Sullivan,#84,TE,11.0,24.0,12.0,50.0,125,10.4,0.0,60.9,61.4,61.8,71.9,73.7,136.0,127.0,93.4,3.0,2.2,56.0,41.2,56.0,41.2,24.0,17.6,8.0,0.7,0.98,10.8,20.0,1.0,7.7,6.0,1.0,16.7,0.0,0.0,0.0,5.0,65.5,0 (0)
8.0,DJ Chark Jr.,#17,WR,15.0,62.0,35.0,56.5,525,15.0,5.0,60.0,60.0,46.1,21.7,-,521.0,486.0,93.3,0.0,0.0,128.0,24.6,393.0,75.4,0.0,0.0,92.0,2.6,1.08,15.2,47.0,5.0,12.5,17.0,10.0,58.8,0.0,2.0,1.0,22.0,111.3,0 (0)
9.0,Giovanni Ricci,#45,TE,2.0,1.0,1.0,100.0,2,2.0,0.0,50.9,58.2,64.7,61.2,70.2,6.0,5.0,83.3,1.0,16.7,3.0,50.0,0.0,0.0,1.0,16.7,3.0,3.0,0.4,-1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,79.2,0 (0)
10.0,Terrace Marshall Jr.,#88,WR,9.0,30.0,19.0,63.3,139,7.3,0.0,54.8,56.6,58.1,24.3,-,229.0,217.0,94.8,0.0,0.0,65.0,28.4,164.0,71.6,0.0,0.0,48.0,2.5,0.64,7.9,14.0,2.0,9.5,5.0,2.0,40.0,1.0,1.0,0.0,8.0,60.3,1 (0)
