OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Hayden Hurst,#81,TE,9.0,318,74,23.3,69.0,5.0,44.7,28.3,78.7,5.0,2.2,0.0,0.0,0.0,0.0,100.0,2 (0),0,0.0,0,0.0,0,157.0
2.0,Taylor Moton,#72,T,17.0,"1,148","1,148",100.0,418.0,730.0,74.6,65.6,78.1,684.0,100.0,1.0,0.0,40.0,41.0,96.9,4 (0),0,0.0,0,0.0,"1,148",0.0
3.0,Jonathan Mingo,#15,WR,15.0,908,336,37.0,330.0,6.0,54.7,70.6,76.4,5.0,0.9,0.0,0.0,0.0,0.0,100.0,2 (0),0,0.0,0,0.0,0,0.0
4.0,Stephen Sullivan,#84,TE,11.0,171,38,22.2,35.0,3.0,60.9,49.8,73.7,3.0,2.3,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,48.0
5.0,Giovanni Ricci,#45,TE,3.0,12,7,58.3,6.0,1.0,50.9,40.9,70.2,1.0,16.7,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,2.0
6.0,David Sharpe,#74,T,1.0,1,1,100.0,0.0,1.0,60.0,-,68.5,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,1.0
7.0,Claudin Cherelus,#53,LB,1.0,1,1,100.0,0.0,1.0,60.0,-,62.7,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,0.0
7.0,Chandler Wooten,#57,LB,1.0,1,1,100.0,0.0,1.0,60.0,-,62.7,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,0.0
7.0,Kamu Grugier-Hill,#54,LB,2.0,2,2,100.0,1.0,1.0,60.0,60.0,62.7,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,0.0
10.0,Ikem Ekwonu,#79,T,17.0,"1,148","1,148",100.0,418.0,730.0,67.4,77.0,62.3,684.0,100.0,11.0,9.0,24.0,44.0,96.0,12 (2),"1,148",0.0,0,0.0,0,0.0
11.0,Tommy Tremble,#82,TE,16.0,556,292,52.5,270.0,22.0,55.6,45.5,62.0,20.0,7.4,0.0,1.0,0.0,1.0,97.5,3 (0),0,0.0,0,0.0,0,393.0
12.0,Chuba Hubbard,#30,HB,17.0,679,127,18.7,17.0,110.0,77.2,45.0,61.6,101.0,25.6,3.0,1.0,7.0,11.0,93.1,0 (0),0,0.0,0,0.0,0,0.0
13.0,JJ Jansen,#44,LS,2.0,2,2,100.0,1.0,1.0,60.0,60.0,61.5,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,0.0
14.0,Calvin Throckmorton,#72,G,8.0,508,508,100.0,151.0,357.0,50.6,44.2,55.7,334.0,100.0,0.0,3.0,13.0,16.0,97.6,1 (0),0,198.0,0,310.0,0,0.0
15.0,Brady Christensen,#70,G,1.0,77,77,100.0,31.0,46.0,56.7,57.5,51.4,42.0,100.0,0.0,0.0,4.0,4.0,95.2,0 (0),0,77.0,0,0.0,0,0.0
16.0,Gabe Jackson,#69,G,4.0,194,194,100.0,84.0,110.0,58.1,63.1,48.9,103.0,100.0,3.0,0.0,5.0,8.0,94.7,1 (0),0,0.0,0,194.0,0,0.0
16.0,Bradley Bozeman,#56,C,17.0,"1,148","1,148",100.0,418.0,730.0,62.2,67.5,48.9,684.0,100.0,8.0,5.0,19.0,32.0,97.1,5 (0),0,0.0,"1,148",0.0,0,0.0
18.0,Adam Thielen,#19,WR,17.0,"1,045",367,35.1,362.0,5.0,72.7,42.9,46.5,5.0,0.8,0.0,0.0,0.0,0.0,100.0,5 (0),0,0.0,0,0.0,0,0.0
19.0,Austin Corbett,#63,G,4.0,257,257,100.0,81.0,176.0,47.9,51.0,44.5,169.0,100.0,3.0,1.0,12.0,16.0,94.4,1 (0),0,0.0,0,257.0,0,0.0
20.0,Raheem Blackshear,#03,HB,11.0,50,3,6.0,1.0,2.0,63.7,60.0,44.4,1.0,3.1,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,0.0
21.0,Cade Mays,#68,G,10.0,434,434,100.0,167.0,267.0,58.3,71.2,43.0,249.0,100.0,3.0,2.0,16.0,21.0,95.2,4 (0),0,362.0,0,71.0,0,1.0
22.0,Justin McCray,#67,G,3.0,77,77,100.0,36.0,41.0,41.0,49.2,39.5,38.0,100.0,0.0,0.0,3.0,3.0,96.1,2 (0),0,73.0,0,4.0,0,0.0
23.0,Nash Jensen,#66,G,7.0,302,302,100.0,131.0,171.0,34.7,38.6,33.7,162.0,100.0,1.0,2.0,15.0,18.0,94.1,1 (0),0,80.0,0,222.0,0,0.0
24.0,Ian Thomas,#80,TE,12.0,218,136,62.4,120.0,16.0,56.9,62.1,32.7,15.0,16.3,2.0,0.0,2.0,4.0,80.0,2 (0),0,0.0,0,0.0,0,194.0
25.0,Brett Toth,#64,G,1.0,74,74,100.0,30.0,44.0,44.1,49.0,32.3,38.0,100.0,1.0,0.0,3.0,4.0,93.4,1 (0),0,61.0,0,13.0,0,0.0
26.0,Miles Sanders,#06,HB,16.0,406,46,11.3,8.0,38.0,60.8,63.9,23.3,38.0,15.3,3.0,0.0,5.0,8.0,85.5,0 (0),0,0.0,0,0.0,0,0.0
27.0,J.D. DiRenzo,#65,G,3.0,6,6,100.0,5.0,1.0,46.2,57.4,8.1,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0.0,0,6.0
28.0,Chandler Zavala,#62,G,7.0,374,374,100.0,125.0,249.0,26.2,41.5,7.1,233.0,100.0,6.0,7.0,20.0,33.0,91.6,3 (0),0,297.0,0,77.0,0,0.0
29.0,Alex Cook,#27,S,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Jeremy Chinn,#21,S,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Tae Davis,#33,LB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
