OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
29.0,Amare Barno,#90,ED,2.0,2,1,50.0,1.0,0.0,59.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Sam Franklin Jr.,#42,S,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Andy Dalton,#14,QB,3.0,81,12,14.8,12.0,0.0,81.1,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Mike Strachan,#86,WR,4.0,54,22,40.7,22.0,0.0,54.6,45.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Laviska Shenault Jr.,#05,WR,8.0,93,30,32.3,30.0,0.0,67.4,61.2,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,1.0
29.0,Ihmir Smith-Marsette,#11,WR,13.0,123,55,44.7,55.0,0.0,63.6,69.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (0),0,0.0,0,0.0,0,0.0
29.0,Terrace Marshall Jr.,#88,WR,9.0,334,105,31.4,105.0,0.0,54.8,40.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0.0,0,0.0,0,0.0
29.0,DJ Chark Jr.,#17,WR,15.0,771,250,32.4,250.0,0.0,60.0,49.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0.0,0,0.0
29.0,Bryce Young,#09,QB,16.0,"1,067",396,37.1,396.0,0.0,56.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,6 (1),0,0.0,0,0.0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
