DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Frankie Luvu,#49,LB,17.0,526.0,104.0,19.8,90.1,0 (0),20.0,7.0,5.0,8.0,13.5,19.0,1.0,202.0,49.0,24.3,84.8,14.0,6.0,3.0,5.0,22.2,17.8,0.0
2.0,CJ Henderson,#23,CB,10.0,201.0,3.0,1.5,79.2,3 (2),3.0,1.0,0.0,2.0,66.7,0.0,0.0,61.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
3.0,Derrick Brown,#95,DI,17.0,511.0,511.0,100.0,78.1,5 (2),41.0,2.0,12.0,27.0,4.5,12.4,6.0,199.0,199.0,100.0,75.3,24.0,2.0,7.0,15.0,7.0,14.4,5.0
4.0,D'Shawn Jamison,#29,CB,6.0,61.0,2.0,3.3,77.3,0 (0),0.0,0.0,0.0,0.0,0.0,50.0,0.0,19.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
5.0,Brian Burns,#00,ED,16.0,448.0,379.0,84.6,75.2,4 (1),40.0,9.0,10.0,21.0,6.8,13.1,1.0,171.0,154.0,90.1,79.8,25.0,5.0,6.0,14.0,10.3,18.6,0.0
6.0,Deion Jones,#40,LB,13.0,224.0,29.0,12.9,72.8,2 (0),5.0,1.0,0.0,4.0,10.7,21.4,0.0,111.0,8.0,7.2,64.4,1.0,0.0,0.0,1.0,6.3,25.0,0.0
7.0,Jammie Robinson,#22,S,5.0,41.0,2.0,4.9,70.4,0 (0),0.0,0.0,0.0,0.0,0.0,100.0,0.0,18.0,2.0,11.1,70.4,0.0,0.0,0.0,0.0,0.0,100.0,0.0
8.0,Kamu Grugier-Hill,#54,LB,16.0,166.0,15.0,9.0,70.2,0 (0),3.0,1.0,0.0,2.0,13.3,13.3,0.0,39.0,9.0,23.1,69.1,3.0,1.0,0.0,2.0,22.2,11.1,0.0
9.0,Vonn Bell,#24,S,13.0,410.0,2.0,0.5,68.2,1 (0),1.0,0.0,1.0,0.0,25.0,0.0,0.0,159.0,1.0,0.6,66.9,1.0,0.0,1.0,0.0,50.0,0.0,0.0
10.0,Yetur Gross-Matos,#97,ED,12.0,244.0,192.0,78.7,65.2,2 (0),19.0,5.0,5.0,9.0,6.6,9.8,0.0,95.0,78.0,82.1,67.5,11.0,3.0,3.0,5.0,9.6,16.4,0.0
11.0,Shaq Thompson,#07,LB,2.0,33.0,3.0,9.1,64.3,0 (0),0.0,0.0,0.0,0.0,0.0,50.0,0.0,8.0,1.0,12.5,68.0,0.0,0.0,0.0,0.0,,,0.0
12.0,Chris Wormley,#94,DI,5.0,16.0,16.0,100.0,62.6,0 (0),0.0,0.0,0.0,0.0,0.0,7.7,0.0,4.0,4.0,100.0,65.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
13.0,Justin Houston,#50,ED,7.0,118.0,99.0,83.9,61.8,1 (0),10.0,1.0,2.0,7.0,5.8,9.5,1.0,43.0,35.0,81.4,70.6,8.0,1.0,1.0,6.0,12.9,22.9,0.0
14.0,Alex Cook,#27,S,3.0,82.0,1.0,1.2,60.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
14.0,Donte Jackson,#26,CB,16.0,482.0,1.0,0.2,60.0,4 (0),1.0,0.0,0.0,1.0,50.0,0.0,0.0,186.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
14.0,Shaquill Griffin,#20,CB,2.0,35.0,1.0,2.9,60.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
17.0,Eku Leota,#46,ED,6.0,42.0,30.0,71.4,59.3,0 (0),3.0,0.0,2.0,1.0,5.4,3.6,0.0,17.0,13.0,76.5,60.9,2.0,0.0,1.0,1.0,9.1,9.1,0.0
18.0,Jeremy Chinn,#21,S,12.0,157.0,13.0,8.3,58.4,1 (0),2.0,1.0,0.0,1.0,12.5,0.0,0.0,54.0,3.0,5.6,53.4,1.0,0.0,0.0,1.0,16.7,0.0,0.0
19.0,DeShawn Williams,#96,DI,16.0,239.0,239.0,100.0,58.1,1 (0),18.0,1.0,6.0,11.0,4.3,8.1,1.0,106.0,106.0,100.0,62.6,12.0,1.0,6.0,5.0,6.7,10.3,1.0
