Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Tua Tagovailoa,#01,QB,18.0,655.0,600.0,409.0,68.2,"4,878",8.1,30.0,15.0,86.9,88.6,29.9,56.6,36.0,5.8,23.0,3.4,8.1,76.1,23.0,5.3,10.0,3.0,17.0,163.0,31.0,19.0,2.33,19.0,237.0,99.0,6 (0)
Mike White,#14,QB,4.0,6.0,6.0,5.0,83.3,74,12.3,1.0,1.0,52.5,46.2,60.3,73.9,1.0,16.7,1.0,16.7,3.7,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.67,0.0,1.0,118.1,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
