DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Justin Bethel,#20,CB,9.0,91.0,5.0,5.5,90.9,0 (0),2.0,1.0,0.0,1.0,37.5,0.0,0.0,55.0,3.0,5.5,91.8,2.0,1.0,0.0,1.0,75.0,0.0,0.0
2.0,Andrew Van Ginkel,#43,ED,17.0,468.0,321.0,68.6,90.6,1 (0),53.0,8.0,13.0,32.0,10.1,18.2,5.0,223.0,161.0,72.2,90.7,36.0,6.0,10.0,20.0,13.9,27.2,0.0
3.0,Kader Kohou,#04,CB,18.0,657.0,17.0,2.6,88.7,4 (2),5.0,1.0,4.0,0.0,18.8,6.3,1.0,319.0,6.0,1.9,68.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
4.0,Bradley Chubb,#02,ED,16.0,532.0,475.0,89.3,84.9,4 (1),70.0,13.0,13.0,44.0,9.3,16.6,1.0,252.0,231.0,91.7,85.0,43.0,7.0,6.0,30.0,11.7,20.6,0.0
5.0,Xavien Howard,#25,CB,13.0,477.0,2.0,0.4,78.9,7 (2),1.0,0.0,1.0,0.0,25.0,0.0,0.0,226.0,1.0,0.4,60.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0
6.0,Duke Riley,#45,LB,15.0,288.0,46.0,16.0,76.0,0 (0),9.0,0.0,2.0,7.0,10.2,20.5,0.0,144.0,26.0,18.1,64.7,4.0,0.0,0.0,4.0,8.0,16.0,0.0
7.0,Brandon Jones,#29,S,13.0,341.0,11.0,3.2,75.7,1 (0),4.0,0.0,2.0,2.0,20.0,20.0,0.0,166.0,4.0,2.4,62.2,1.0,0.0,0.0,1.0,12.5,25.0,0.0
8.0,Jaelan Phillips,#15,ED,8.0,240.0,208.0,86.7,71.2,1 (1),27.0,7.0,4.0,16.0,8.6,13.1,1.0,110.0,97.0,88.2,74.4,20.0,6.0,3.0,11.0,14.1,19.6,0.0
9.0,Christian Wilkins,#94,DI,18.0,610.0,609.0,99.8,70.8,7 (0),61.0,10.0,17.0,34.0,6.2,8.7,2.0,275.0,275.0,100.0,73.0,39.0,8.0,9.0,22.0,9.2,10.9,0.0
10.0,Da'Shawn Hand,#93,DI,16.0,119.0,119.0,100.0,68.5,0 (0),9.0,1.0,2.0,6.0,4.4,8.8,1.0,55.0,55.0,100.0,73.1,6.0,1.0,2.0,3.0,6.7,11.5,1.0
11.0,Parry Nickerson,#34,CB,3.0,59.0,6.0,10.2,68.4,2 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,5.9,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
