DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
12.0,Zach Sieler,#92,DI,18.0,573.0,573.0,100.0,67.1,3 (1),60.0,9.0,12.0,39.0,6.4,8.2,4.0,266.0,266.0,100.0,75.5,52.0,9.0,11.0,32.0,12.3,14.9,1.0
13.0,DeShon Elliott,#21,S,16.0,620.0,1.0,0.2,66.9,1 (0),1.0,0.0,0.0,1.0,50.0,0.0,0.0,282.0,1.0,0.4,66.9,1.0,0.0,0.0,1.0,50.0,0.0,0.0
14.0,Malik Reed,#47,ED,1.0,12.0,12.0,100.0,64.3,0 (0),0.0,0.0,0.0,0.0,0.0,16.7,0.0,5.0,5.0,100.0,67.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0
15.0,Emmanuel Ogbah,#91,ED,15.0,178.0,172.0,96.6,63.6,1 (0),20.0,6.0,2.0,12.0,8.0,8.6,2.0,87.0,83.0,95.4,71.7,15.0,5.0,1.0,9.0,12.7,13.9,0.0
16.0,Cameron Goode,#53,ED,8.0,51.0,40.0,78.4,63.1,0 (0),4.0,0.0,2.0,2.0,5.3,10.5,0.0,32.0,25.0,78.1,56.8,2.0,0.0,1.0,1.0,4.2,8.3,0.0
17.0,David Long Jr.,#51,LB,18.0,542.0,88.0,16.2,62.1,2 (0),23.0,1.0,5.0,17.0,14.3,9.5,1.0,232.0,37.0,15.9,59.2,10.0,0.0,2.0,8.0,14.3,11.4,0.0
18.0,Raekwon Davis,#98,DI,18.0,280.0,280.0,100.0,60.3,0 (0),24.0,1.0,4.0,19.0,4.6,8.2,0.0,118.0,118.0,100.0,62.8,15.0,1.0,3.0,11.0,7.0,10.5,0.0
19.0,Justin Houston,#52,ED,1.0,13.0,13.0,100.0,58.2,0 (0),0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,8.0,100.0,57.6,0.0,0.0,0.0,0.0,0.0,14.3,0.0
20.0,Jerome Baker,#55,LB,13.0,451.0,54.0,12.0,57.9,2 (2),11.0,2.0,2.0,7.0,13.0,6.0,0.0,204.0,25.0,12.3,61.8,9.0,1.0,2.0,6.0,21.7,13.0,0.0
21.0,Nik Needham,#40,CB,11.0,62.0,2.0,3.2,56.3,1 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Chase Winovich,#50,ED,1.0,2.0,2.0,100.0,56.2,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Jason Pierre-Paul,#90,ED,1.0,2.0,2.0,100.0,56.2,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,Jalen Ramsey,#05,CB,11.0,423.0,2.0,0.5,55.9,5 (3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,1.0,0.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,Melvin Ingram III,#09,ED,4.0,83.0,75.0,90.4,52.7,0 (0),6.0,1.0,0.0,5.0,4.9,5.6,0.0,37.0,34.0,91.9,58.5,5.0,1.0,0.0,4.0,9.4,9.4,0.0
26.0,Brandon Pili,#96,DI,3.0,13.0,13.0,100.0,52.3,0 (0),1.0,0.0,0.0,1.0,4.5,0.0,0.0,8.0,8.0,100.0,53.4,1.0,0.0,0.0,1.0,7.1,0.0,0.0
27.0,Jevon Holland,#08,S,12.0,440.0,6.0,1.4,51.7,0 (0),1.0,0.0,0.0,1.0,8.3,0.0,0.0,203.0,3.0,1.5,54.1,1.0,0.0,0.0,1.0,16.7,0.0,0.0
28.0,Bruce Irvin,#46,ED,1.0,11.0,11.0,100.0,48.9,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
