Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Alex Singleton,#49,LB,17.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Michael Bandy,#83,WR,1.0,60.9,0.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,61.1,0.0,0.0,2.0,0.0,,0.0,0.0
Marvin Mims Jr.,#19,WR,16.0,60.7,34.0,55.2,15.0,397.0,99.0,26.5,1.0,2.0,0.0,68.3,19.0,312.0,13.0,52.0,16.4,0.0,1.0
Chris Manhertz,#84,TE,16.0,59.9,1.0,59.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Tremon Smith,#01,CB,17.0,59.0,1.0,58.8,0.0,0.0,0.0,,0.0,0.0,0.0,60.1,1.0,14.0,0.0,14.0,14.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
