Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Derrick Henry,#22,HB,3.0,3.0,3.0,2.0,66.7,14,4.7,2.0,0.0,90.1,72.2,86.8,91.4,0.0,0.0,0.0,0.0,15.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.73,0.0,2.0,116.7,0 (0)
Ryan Tannehill,#17,QB,9.0,271.0,230.0,149.0,64.8,"1,616",7.0,4.0,7.0,68.7,66.3,69.7,70.5,10.0,4.0,11.0,3.8,8.4,76.1,13.0,8.0,5.0,3.0,7.0,106.0,32.0,30.2,2.67,9.0,77.0,78.5,1 (0)
Will Levis,#08,QB,9.0,292.0,255.0,149.0,58.4,"1,808",7.1,8.0,4.0,63.7,61.6,67.4,68.9,16.0,5.9,14.0,4.5,11.1,69.1,14.0,8.6,6.0,6.0,5.0,130.0,28.0,21.5,2.76,9.0,85.0,84.2,1 (0)
DeAndre Hopkins,#10,WR,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,81.0,59.6,64.5,82.1,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,6.55,1.0,0.0,39.6,4 (0)
Malik Willis,#07,QB,1.0,12.0,5.0,4.0,80.0,74,14.8,0.0,0.0,45.9,48.4,52.2,74.5,0.0,0.0,0.0,0.0,7.6,80.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,66.7,3.55,3.0,2.0,118.8,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
