Player,JerseyNumber,Position,GamesPlayed,PassRushSnaps,PassRushTotalSnaps,PassRushSnapsPercentage,PassRushGrade,PassRushPenalties,PassRushTotalPressures,PassRushSacks,PassRushHits,PassRushHurries,PassRushPressureRate,PassRushWinPercentage,PassRushBattedPasses,TruePassSetSnaps,TruePassSetTotalSnaps,TruePassSetSnapsPercentage,TruePassSetGrade,TruePassSetTotalPressures,TruePassSetSacks,TruePassSetHits,TruePassSetHurries,TruePassSetPressureRate,TruePassSetWinPercentage,TruePassSetBattedPasses
Trevis Gipson,#51,ED,7.0,41.0,39.0,95.1,89.3,0 (0),7.0,1.0,0.0,6.0,10.8,18.9,0.0,13.0,13.0,100.0,92.2,3.0,1.0,0.0,2.0,16.7,25.0,0.0
Terrell Edmunds,#38,S,9.0,127.0,17.0,13.4,82.8,0 (0),2.0,2.0,0.0,0.0,12.5,12.5,0.0,73.0,9.0,12.3,90.3,2.0,2.0,0.0,0.0,25.0,12.5,0.0
Eric Garror,#33,CB,9.0,236.0,5.0,2.1,80.9,2 (1),1.0,0.0,1.0,0.0,10.0,20.0,0.0,123.0,4.0,3.3,84.5,1.0,0.0,1.0,0.0,12.5,25.0,0.0
Jack Gibbens,#50,LB,14.0,312.0,22.0,7.1,77.4,0 (0),8.0,1.0,1.0,6.0,21.4,9.5,1.0,96.0,9.0,9.4,70.3,2.0,1.0,0.0,1.0,16.7,11.1,0.0
Sean Murphy-Bunting,#00,CB,14.0,513.0,3.0,0.6,76.7,10 (0),3.0,0.0,0.0,3.0,50.0,0.0,0.0,230.0,1.0,0.4,68.5,1.0,0.0,0.0,1.0,50.0,0.0,0.0
Jeffery Simmons,#98,DI,12.0,403.0,393.0,97.5,75.2,6 (2),47.0,6.0,5.0,36.0,7.2,12.8,1.0,191.0,190.0,99.5,79.1,35.0,4.0,3.0,28.0,11.0,18.1,1.0
Arden Key,#49,ED,17.0,493.0,476.0,96.6,73.0,5 (1),40.0,7.0,4.0,29.0,5.3,12.6,0.0,245.0,242.0,98.8,73.7,26.0,3.0,3.0,20.0,6.5,16.1,0.0
Roger McCreary,#21,CB,15.0,580.0,38.0,6.6,70.0,5 (0),7.0,2.0,0.0,5.0,12.2,16.2,0.0,271.0,12.0,4.4,70.5,1.0,0.0,0.0,1.0,4.2,25.0,0.0
Tre Avery,#23,CB,10.0,212.0,1.0,0.5,68.5,5 (2),0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.1,68.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0
K'Von Wallace,#35,S,7.0,257.0,3.0,1.2,67.2,1 (0),1.0,0.0,1.0,0.0,16.7,0.0,0.0,115.0,1.0,0.9,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaleel Johnson,#94,DI,12.0,126.0,125.0,99.2,66.0,1 (0),4.0,1.0,0.0,3.0,2.1,5.1,0.0,25.0,25.0,100.0,63.1,1.0,0.0,0.0,1.0,2.1,8.3,0.0
Denico Autry,#96,ED,17.0,509.0,499.0,98.0,66.0,4 (2),53.0,12.0,5.0,36.0,7.0,11.1,4.0,252.0,250.0,99.2,71.9,39.0,10.0,3.0,26.0,10.6,15.2,2.0
Teair Tart,#97,DI,11.0,180.0,175.0,97.2,65.4,1 (1),7.0,1.0,3.0,3.0,2.5,4.3,0.0,57.0,57.0,100.0,55.3,2.0,0.0,0.0,2.0,1.9,1.9,0.0
Harold Landry III,#58,ED,17.0,524.0,435.0,83.0,62.6,2 (0),47.0,11.0,10.0,26.0,7.1,10.3,0.0,270.0,243.0,90.0,62.6,29.0,8.0,5.0,16.0,8.2,11.5,0.0
Keondre Coburn,#91,DI,4.0,46.0,46.0,100.0,62.1,0 (0),3.0,0.0,0.0,3.0,3.3,8.7,0.0,13.0,13.0,100.0,65.3,0.0,0.0,0.0,0.0,0.0,15.4,0.0
Ross Blacklock,#90,DI,3.0,39.0,39.0,100.0,60.9,0 (0),4.0,0.0,0.0,4.0,5.6,11.1,0.0,23.0,23.0,100.0,62.2,4.0,0.0,0.0,4.0,10.0,15.0,0.0
Dane Cruikshank,#29,S,1.0,1.0,1.0,100.0,60.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,0.0,0.0,0.0,0.0,,,0.0
Kevin Byard,#31,S,6.0,233.0,1.0,0.4,60.0,0 (0),1.0,0.0,0.0,1.0,50.0,0.0,0.0,107.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
Mike Brown,#44,S,8.0,77.0,1.0,1.3,59.1,1 (0),1.0,0.0,1.0,0.0,50.0,0.0,0.0,37.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
Caleb Murphy,#42,ED,1.0,2.0,2.0,100.0,57.9,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Peko,#95,DI,13.0,154.0,153.0,99.4,57.1,1 (0),7.0,0.0,2.0,5.0,2.4,4.9,0.0,36.0,36.0,100.0,52.9,5.0,0.0,2.0,3.0,7.4,5.9,0.0
Marlon Davidson,#92,DI,5.0,100.0,99.0,99.0,57.0,0 (0),3.0,1.0,0.0,2.0,2.2,4.3,0.0,39.0,39.0,100.0,61.0,2.0,0.0,0.0,2.0,2.9,8.6,0.0
Otis Reese IV,#41,LB,3.0,45.0,2.0,4.4,56.5,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
Kristian Fulton,#26,CB,11.0,390.0,2.0,0.5,56.3,6 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
Garret Wallow,#54,LB,3.0,29.0,2.0,6.9,56.1,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
Taylor Stallworth,#97,DI,1.0,3.0,3.0,100.0,55.7,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,0.0,0.0,0.0,0.0,,,0.0
TK McLendon Jr.,#69,DI,7.0,42.0,42.0,100.0,55.4,0 (0),0.0,0.0,0.0,0.0,0.0,2.4,0.0,7.0,7.0,100.0,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayden Peevy,#92,DI,1.0,4.0,4.0,100.0,55.3,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Molden,#24,S,15.0,460.0,27.0,5.9,53.8,2 (0),2.0,0.0,0.0,2.0,4.2,8.3,0.0,236.0,14.0,5.9,52.9,2.0,0.0,0.0,2.0,8.3,8.3,0.0
Quinton Bohanna,#97,DI,3.0,17.0,17.0,100.0,53.6,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashad Weaver,#99,ED,15.0,136.0,130.0,95.6,51.3,0 (0),7.0,0.0,0.0,7.0,2.9,6.7,0.0,68.0,65.0,95.6,51.6,5.0,0.0,0.0,5.0,4.1,9.8,0.0
Monty Rice,#56,LB,5.0,40.0,6.0,15.0,50.4,0 (0),1.0,0.0,1.0,0.0,8.3,0.0,0.0,15.0,3.0,20.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naquan Jones,#90,DI,8.0,43.0,43.0,100.0,49.5,0 (0),2.0,0.0,0.0,2.0,2.5,0.0,0.0,9.0,9.0,100.0,53.5,1.0,0.0,0.0,1.0,5.6,0.0,0.0
Amani Hooker,#37,S,13.0,514.0,9.0,1.8,48.3,0 (0),2.0,0.0,0.0,2.0,11.1,0.0,0.0,225.0,2.0,0.9,50.7,1.0,0.0,0.0,1.0,25.0,0.0,0.0
Azeez Al-Shaair,#02,LB,17.0,667.0,59.0,8.8,46.8,4 (0),12.0,1.0,4.0,7.0,12.0,0.0,0.0,296.0,21.0,7.1,43.3,3.0,0.0,0.0,3.0,8.3,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
