season,player,pfr_id,tm,age,pos,g,gs,int,tgt,cmp,cmp_percent,yds,yds_cmp,yds_tgt,td,rat,dadot,air,yac,bltz,hrry,qbkd,sk,prss,comb,m_tkl,m_tkl_percent,loaded
2024,Kyle Van Noy,VanNKy00,BAL,33.0,OLB,8.0,8.0,0.0,2.0,2.0,1.0,10.0,5.0,5.0,0.0,87.5,-0.5,-1.0,11.0,5.0,1.0,5.0,7.0,13.0,18.0,3.0,0.14300000000000002,2024-10-31
2024,ArDarius Washington,WashAr00,BAL,25.0,S,8.0,1.0,0.0,22.0,16.0,0.727,114.0,7.1,5.2,1.0,99.4,6.0,89.0,25.0,9.0,0.0,0.0,1.0,1.0,18.0,1.0,0.053,2024-10-31
2024,Byron Young,YounBy01,LA,26.0,OLB,7.0,7.0,0.0,4.0,2.0,0.5,9.0,4.5,2.3,0.0,56.2,4.3,2.0,7.0,34.0,6.0,4.0,3.0,13.0,25.0,6.0,0.19399999999999998,2024-10-31
2024,Jonathan Allen,AlleJo01,WAS,29.0,DT,6.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,4.0,2.0,7.0,15.0,1.0,0.063,2024-10-31
2024,Folorunso Fatukasi,FatuFo00,HOU,29.0,DT,8.0,8.0,0.0,2.0,2.0,1.0,-3.0,-1.5,-1.5,0.0,79.2,-4.0,-8.0,5.0,0.0,3.0,2.0,1.0,6.0,19.0,1.0,0.05,2024-10-31
2024,Willie Gay,GayJWi00,NO,26.0,LB,7.0,5.0,0.0,9.0,4.0,0.444,81.0,20.3,9.0,1.0,113.7,3.0,-5.0,86.0,11.0,1.0,0.0,1.0,2.0,18.0,1.0,0.053,2024-10-31
2024,DaShawn Hand,HandDa00,MIA,29.0,DT,7.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,3.0,19.0,1.0,0.05,2024-10-31
2024,Jaylon Jones,JoneJa13,CHI,27.0,DB,7.0,1.0,0.0,10.0,7.0,0.7,76.0,10.9,7.6,0.0,92.1,7.8,63.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2024-10-31
2024,Jaylon Jones,JoneJa12,CHI,27.0,DB,7.0,1.0,0.0,10.0,7.0,0.7,76.0,10.9,7.6,0.0,92.1,7.8,63.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2024-10-31
2024,Kader Kohou,KohoKa00,MIA,26.0,CB,6.0,3.0,1.0,26.0,15.0,0.5770000000000001,161.0,10.7,6.2,0.0,59.9,7.4,101.0,60.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.15,2024-10-31
2024,CJ Mosley,MoslC.00,NYJ,32.0,LB,4.0,3.0,0.0,5.0,5.0,1.0,44.0,8.8,8.8,0.0,103.3,4.6,23.0,21.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2024-10-31
2024,Malik Mustapha,MustMa00,SF,22.0,S,8.0,4.0,1.0,11.0,2.0,0.182,6.0,3.0,0.5,0.0,1.7,12.1,-4.0,10.0,2.0,0.0,0.0,0.0,0.0,30.0,5.0,0.14300000000000002,2024-10-31
2024,Odafe Oweh,OwehJa00,BAL,26.0,OLB,8.0,8.0,0.0,2.0,2.0,1.0,31.0,15.5,15.5,0.0,118.7,0.0,0.0,31.0,5.0,3.0,5.0,4.5,13.0,20.0,3.0,0.13,2024-10-31
2024,Elandon Roberts,RobeEl00,PIT,30.0,LB,8.0,5.0,0.0,8.0,7.0,0.875,93.0,13.3,11.6,0.0,115.1,-1.1,-5.0,98.0,11.0,0.0,1.0,1.0,2.0,20.0,2.0,0.091,2024-10-31
2024,Tim Settle,SettTi00,HOU,27.0,DT,8.0,2.0,0.0,1.0,1.0,1.0,-3.0,-3.0,-3.0,0.0,79.2,-3.0,-3.0,0.0,0.0,2.0,3.0,4.0,9.0,14.0,2.0,0.125,2024-10-31
2024,Jeffery Simmons,SimmJe01,TEN,27.0,DT,6.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,3.0,0.125,2024-10-31
2024,Vita Vea,VeaxVi00,TB,29.0,NT,7.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,3.0,4.0,20.0,1.0,0.048,2024-10-31
2024,DeMarcus Walker,WalkDe03,CHI,30.0,DL,7.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,6.0,1.5,12.0,27.0,0.0,0.0,2024-10-31
2024,Denzel Ward,WardDe02,CLE,27.0,CB,8.0,8.0,0.0,41.0,17.0,0.415,257.0,15.1,6.3,1.0,70.9,15.0,158.0,99.0,0.0,0.0,1.0,0.0,1.0,15.0,9.0,0.375,2024-10-31
2024,Jimmie Ward,WardJi01,HOU,33.0,S,4.0,4.0,0.0,16.0,9.0,0.563,181.0,20.1,11.3,2.0,135.7,12.9,130.0,51.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2024-10-31
2024,Quinnen Williams,WillQu00,NYJ,27.0,DL,8.0,8.0,0.0,3.0,2.0,0.667,0.0,0.0,0.0,0.0,70.1,-1.7,-2.0,2.0,0.0,4.0,5.0,3.5,13.0,18.0,4.0,0.182,2024-10-31
2024,Darrell Baker,BakeDa02,TEN,26.0,CB,7.0,2.0,0.0,10.0,5.0,0.5,21.0,4.2,2.1,2.0,95.8,5.1,0.0,21.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.071,2024-10-31
2024,Ashtyn Davis,DaviAs00,NYJ,28.0,S,7.0,0.0,0.0,6.0,5.0,0.833,74.0,14.8,12.3,1.0,157.6,7.5,37.0,37.0,3.0,0.0,0.0,0.0,0.0,15.0,2.0,0.11800000000000001,2024-10-31
2024,Gervon Dexter,DextGe00,CHI,23.0,DL,7.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,7.0,4.0,15.0,21.0,0.0,0.0,2024-10-31
2024,Arnold Ebiketie,EbikAr00,ATL,25.0,OLB,8.0,0.0,0.0,3.0,2.0,0.667,8.0,4.0,2.7,0.0,70.1,-0.7,1.0,7.0,8.0,2.0,4.0,0.0,6.0,18.0,1.0,0.053,2024-10-31
2024,Brandin Echols,EchoBr00,NYJ,27.0,CB,8.0,2.0,2.0,16.0,9.0,0.563,120.0,13.3,7.5,2.0,80.2,18.9,82.0,38.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.105,2024-10-31
2024,Daniel Ekuale,EkuaDa00,NE,30.0,DT,7.0,7.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,79.2,-5.0,-5.0,4.0,0.0,0.0,0.0,1.0,2.0,23.0,2.0,0.08,2024-10-31
2024,Kristian Fulton,FultKr00,LAC,26.0,CB,7.0,6.0,1.0,19.0,9.0,0.474,102.0,11.3,5.4,1.0,59.5,10.3,82.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.059000000000000004,2024-10-31
2024,Will Harris,HarrWi02,NO,29.0,CB,5.0,5.0,1.0,15.0,9.0,0.6,150.0,16.7,10.0,0.0,66.0,5.9,27.0,123.0,7.0,0.0,0.0,0.0,0.0,16.0,3.0,0.158,2024-10-31
2024,Aidan Hutchinson,HutcAi00,DET,24.0,DL,5.0,5.0,0.0,3.0,2.0,0.667,29.0,14.5,9.7,0.0,97.9,-0.7,1.0,28.0,2.0,10.0,9.0,7.5,27.0,19.0,2.0,0.095,2024-10-31
2024,Taron Johnson,JohnTa01,BUF,28.0,CB,4.0,4.0,1.0,19.0,15.0,0.789,145.0,9.7,7.6,0.0,76.5,6.8,62.0,83.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2024-10-31
2024,Matthew Judon,JudoMa00,ATL,32.0,OLB,8.0,8.0,0.0,3.0,1.0,0.33299999999999996,7.0,7.0,2.3,0.0,42.4,6.3,-7.0,14.0,15.0,2.0,1.0,1.5,5.0,26.0,2.0,0.071,2024-10-31
2024,Will McDonald,McDoWi00,NYJ,25.0,DE,8.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,9.0,4.0,8.0,22.0,15.0,2.0,0.11800000000000001,2024-10-31
2024,Sean Murphy-Bunting,BuntSe00,ARI,27.0,CB,7.0,7.0,1.0,23.0,17.0,0.7390000000000001,197.0,11.6,8.6,1.0,95.7,9.1,158.0,39.0,1.0,1.0,0.0,0.0,1.0,24.0,3.0,0.111,2024-10-31
2024,George Odum,OdumGe00,SF,31.0,S,8.0,2.0,0.0,11.0,7.0,0.636,211.0,30.1,19.2,2.0,146.8,17.7,129.0,82.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.067,2024-10-31
2024,Clark Phillips,PhilCl00,ATL,23.0,CB,8.0,0.0,1.0,16.0,14.0,0.875,103.0,7.4,6.4,1.0,88.3,5.3,71.0,32.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.125,2024-10-31
2024,Jarran Reed,ReedJa02,SEA,32.0,NT,8.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,79.2,-3.0,-3.0,5.0,0.0,2.0,5.0,2.0,9.0,25.0,1.0,0.038,2024-10-31
2024,Grant Stuard,StuaGr00,IND,26.0,LB,8.0,2.0,0.0,6.0,5.0,0.833,50.0,10.0,8.3,0.0,101.4,1.8,6.0,44.0,2.0,0.0,0.0,0.0,0.0,21.0,1.0,0.045,2024-10-31
2024,Juan Thornhill,ThorJu00,CLE,29.0,S,3.0,3.0,0.0,7.0,4.0,0.5710000000000001,48.0,12.0,6.9,1.0,117.9,13.4,39.0,9.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0,0.16699999999999998,2024-10-31
2024,Levi Wallace,WallLe00,DEN,29.0,CB,8.0,1.0,0.0,12.0,10.0,0.833,79.0,7.9,6.6,0.0,94.1,3.2,20.0,59.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2024-10-31
2024,Yasir Abdullah,AbduYa00,JAX,24.0,LB,7.0,3.0,0.0,2.0,1.0,0.5,16.0,16.0,8.0,0.0,77.1,-1.0,-2.0,18.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2024-10-31
2024,Jakorian Bennett,BennJa00,LV,24.0,CB,8.0,5.0,0.0,39.0,19.0,0.48700000000000004,208.0,10.9,5.3,0.0,64.9,11.9,149.0,59.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.2,2024-10-31
2024,Nik Bonitto,BoniNi00,DEN,25.0,OLB,8.0,6.0,0.0,2.0,2.0,1.0,23.0,11.5,11.5,0.0,114.6,9.0,18.0,5.0,44.0,6.0,5.0,6.0,17.0,18.0,3.0,0.14300000000000002,2024-10-31
2024,Lorenzo Carter,CartLo01,ATL,29.0,OLB,6.0,5.0,0.0,4.0,4.0,1.0,30.0,7.5,7.5,0.0,97.9,1.8,7.0,23.0,8.0,1.0,2.0,0.0,3.0,15.0,3.0,0.16699999999999998,2024-10-31
2024,Michael Carter,CartMi02,NYJ,25.0,CB,6.0,1.0,0.0,16.0,8.0,0.5,65.0,8.1,4.1,0.0,60.7,8.9,48.0,17.0,6.0,1.0,0.0,0.0,1.0,14.0,2.0,0.125,2024-10-31
2024,Kenny Clark,ClarKe01,GB,29.0,DL,8.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,2.0,0.0,6.0,20.0,4.0,0.16699999999999998,2024-10-31
2024,Mohamoud Diabate,DiabMo00,CLE,23.0,LB,4.0,2.0,0.0,3.0,2.0,0.667,13.0,6.5,4.3,0.0,75.7,0.7,-1.0,14.0,10.0,1.0,0.0,0.0,1.0,22.0,6.0,0.214,2024-10-31
2024,AJ Epenesa,EpenAJ00,BUF,26.0,DE,8.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-2.0,0.0,0.0,0.0,3.0,3.0,4.0,10.0,16.0,0.0,0.0,2024-10-31
2024,Davon Hamilton,HamiDa02,JAX,27.0,DT,8.0,5.0,0.0,2.0,2.0,1.0,19.0,9.5,9.5,0.0,106.2,-2.5,-5.0,24.0,1.0,2.0,1.0,0.0,3.0,21.0,1.0,0.045,2024-10-31
2024,Johnathan Hankins,HankJo00,SEA,32.0,DT,8.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,1.0,0.045,2024-10-31
2024,Shelby Harris,HarrSh00,CLE,33.0,DT,8.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,2.0,1.0,6.0,22.0,1.0,0.043,2024-10-31
2024,Elijah Hicks,HickEl00,CHI,25.0,DB,7.0,2.0,0.0,7.0,4.0,0.5710000000000001,57.0,14.3,8.1,1.0,123.2,14.7,56.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2024-10-31
2024,Alex Highsmith,HighAl02,PIT,27.0,LB,5.0,5.0,0.0,2.0,2.0,1.0,13.0,6.5,6.5,0.0,93.7,1.0,2.0,11.0,13.0,2.0,6.0,3.0,11.0,19.0,0.0,0.0,2024-10-31
2024,Michael Hoecht,HoecMi00,LA,27.0,OLB,7.0,1.0,0.0,5.0,5.0,1.0,33.0,6.6,6.6,0.0,94.2,4.8,24.0,9.0,12.0,3.0,1.0,2.5,7.0,23.0,2.0,0.08,2024-10-31
2024,Danielle Hunter,HuntDa01,HOU,30.0,DE,8.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,6.0,6.0,5.5,18.0,19.0,2.0,0.095,2024-10-31
2024,DreMont Jones,JoneDr00,SEA,27.0,DE,8.0,7.0,0.0,3.0,1.0,0.33299999999999996,12.0,12.0,4.0,0.0,46.5,6.7,6.0,6.0,5.0,2.0,5.0,3.0,10.0,17.0,1.0,0.055999999999999994,2024-10-31
2024,Jarrian Jones,JoneJa14,JAX,23.0,CB,8.0,1.0,1.0,23.0,15.0,0.652,170.0,11.3,7.4,0.0,69.1,5.3,40.0,130.0,3.0,1.0,0.0,0.0,1.0,15.0,1.0,0.063,2024-10-31
2024,Patrick Jones,JonePa00,MIN,26.0,OLB,7.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,8.0,0.0,100.0,0.0,0.0,8.0,44.0,3.0,2.0,5.0,10.0,22.0,2.0,0.083,2024-10-31
2024,Arden Key,KeyxAr00,TEN,28.0,OLB,7.0,6.0,0.0,4.0,1.0,0.25,9.0,9.0,2.3,0.0,39.6,-2.0,-5.0,14.0,5.0,0.0,3.0,3.0,6.0,17.0,3.0,0.15,2024-10-31
2024,Jeremiah Ledbetter,LedbJe00,JAX,30.0,DT,6.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,79.2,-1.0,-1.0,4.0,0.0,0.0,1.0,1.0,2.0,17.0,0.0,0.0,2024-10-31
2024,Marist Liufau,LiufMa00,DAL,23.0,LB,7.0,4.0,0.0,4.0,2.0,0.5,26.0,13.0,6.5,0.0,70.8,12.0,21.0,5.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2024-10-31
2024,Chad Muma,MumaCh00,JAX,25.0,LB,8.0,2.0,0.0,9.0,9.0,1.0,73.0,8.1,8.1,1.0,137.5,2.9,26.0,47.0,4.0,0.0,0.0,0.0,0.0,28.0,1.0,0.034,2024-10-31
2024,Azeez Ojulari,OjulAz00,NYG,24.0,OLB,8.0,3.0,0.0,2.0,2.0,1.0,14.0,7.0,7.0,0.0,95.8,5.0,10.0,4.0,5.0,1.0,0.0,6.0,8.0,24.0,3.0,0.111,2024-10-31
2024,Micah Parsons,ParsMi00,DAL,25.0,LB,4.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,79.2,-4.0,-4.0,6.0,14.0,6.0,5.0,1.0,12.0,14.0,4.0,0.222,2024-10-31
2024,Kwity Paye,PayeKw00,IND,26.0,DE,6.0,6.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,87.5,3.0,3.0,2.0,0.0,6.0,3.0,1.5,11.0,15.0,0.0,0.0,2024-10-31
2024,DaRon Payne,PaynDa00,WAS,27.0,DT,8.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,5.0,1.0,1.5,8.0,15.0,3.0,0.16699999999999998,2024-10-31
2024,Jabrill Peppers,PeppJa00,NE,29.0,S,4.0,4.0,1.0,10.0,5.0,0.5,59.0,11.8,5.9,0.0,28.7,9.1,45.0,14.0,7.0,0.0,0.0,0.0,0.0,23.0,1.0,0.042,2024-10-31
2024,Asante Samuel,SamuAs00,LAC,25.0,CB,4.0,4.0,0.0,18.0,12.0,0.667,138.0,11.5,7.7,0.0,89.6,7.6,84.0,54.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.188,2024-10-31
2024,Darnell Savage,SavaDa00,JAX,27.0,S,5.0,5.0,0.0,20.0,11.0,0.55,175.0,15.9,8.8,2.0,117.7,8.7,94.0,81.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.125,2024-10-31
2024,Mazi Smith,SmitMa06,DAL,23.0,DT,7.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.059000000000000004,2024-10-31
2024,James Smith-Williams,SmitJa08,ATL,27.0,DL,8.0,3.0,0.0,5.0,4.0,0.8,5.0,1.3,1.0,0.0,79.2,-3.0,-17.0,22.0,3.0,0.0,1.0,1.0,2.0,23.0,0.0,0.0,2024-10-31
2024,Darrell Taylor,TaylDa00,CHI,27.0,DL,7.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,2.0,3.0,4.0,2.0,9.0,15.0,1.0,0.063,2024-10-31
2024,Shy Tuttle,TuttSh00,CAR,29.0,DT,6.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.042,2024-10-31
2024,Travon Walker,WalkTr03,JAX,24.0,DE,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.2,-7.0,-7.0,7.0,1.0,3.0,3.0,6.5,13.0,26.0,4.0,0.133,2024-10-31
2024,Christian Wilkins,WilkCh00,LV,29.0,DT,5.0,5.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,83.3,-7.0,-7.0,11.0,0.0,1.0,3.0,2.0,7.0,17.0,2.0,0.105,2024-10-31
2024,Tariq Woolen,WoolTa00,SEA,25.0,CB,6.0,6.0,1.0,16.0,7.0,0.43799999999999994,56.0,8.0,3.5,2.0,66.7,8.3,30.0,26.0,3.0,1.0,0.0,0.0,1.0,17.0,2.0,0.105,2024-10-31
2024,Chase Young,YounCh04,NO,25.0,DE,8.0,0.0,0.0,2.0,2.0,1.0,14.0,7.0,7.0,0.0,95.8,-5.0,-10.0,24.0,1.0,3.0,9.0,2.0,15.0,18.0,1.0,0.053,2024-10-31
2024,Johnathan Abram,AbraJo01,NO,28.0,S,3.0,0.0,1.0,7.0,4.0,0.5710000000000001,55.0,13.8,7.9,1.0,82.4,5.1,10.0,45.0,4.0,0.0,0.0,0.0,0.0,18.0,3.0,0.14300000000000002,2024-10-31
2024,Austin Booker,BookAu00,CHI,22.0,DL,7.0,0.0,0.0,1.0,1.0,1.0,13.0,13.0,13.0,0.0,118.7,-2.0,-2.0,15.0,0.0,1.0,2.0,1.0,3.0,12.0,0.0,0.0,2024-10-31
2024,Jonathan Bullard,BullJo00,MIN,31.0,DL,7.0,7.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,79.2,-4.0,-4.0,7.0,1.0,0.0,2.0,0.0,2.0,18.0,1.0,0.053,2024-10-31
2024,Maliek Collins,CollMa00,SF,29.0,DL,8.0,8.0,0.0,2.0,2.0,1.0,16.0,8.0,8.0,0.0,100.0,-0.5,-1.0,17.0,0.0,3.0,4.0,3.0,11.0,19.0,2.0,0.095,2024-10-31
2024,Cooper DeJean,DeJeCo00,PHI,21.0,DB,7.0,2.0,0.0,15.0,11.0,0.733,81.0,7.4,5.4,0.0,85.7,5.1,26.0,55.0,3.0,0.0,0.0,0.5,1.0,13.0,2.0,0.133,2024-10-31
2024,Leonard Floyd,FloyLe00,SF,32.0,DL,8.0,8.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,87.5,3.0,3.0,2.0,0.0,3.0,5.0,3.0,12.0,24.0,2.0,0.077,2024-10-31
2024,Dante Fowler,FowlDa00,WAS,30.0,LB,8.0,4.0,1.0,3.0,2.0,0.667,18.0,9.0,6.0,0.0,43.1,-4.7,-6.0,24.0,10.0,3.0,0.0,4.5,8.0,14.0,3.0,0.17600000000000002,2024-10-31
2024,Morgan Fox,FoxxMo00,LAC,30.0,DL,7.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,1.0,1.5,4.0,13.0,1.0,0.071,2024-10-31
2024,Rashan Gary,GaryRa00,GB,27.0,DL,8.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,5.0,8.0,5.0,2.0,15.0,20.0,1.0,0.048,2024-10-31
2024,Jake Hansen,HansJa01,HOU,26.0,LB,7.0,2.0,0.0,9.0,7.0,0.778,52.0,7.4,5.8,1.0,127.8,1.0,-6.0,58.0,7.0,0.0,0.0,1.0,1.0,16.0,2.0,0.111,2024-10-31
2024,BJ Hill,HillB.00,CIN,29.0,DT,6.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,3.0,0.0,3.0,23.0,3.0,0.115,2024-10-31
2024,Josh Hines-Allen,AlleJo03,JAX,27.0,DE,8.0,8.0,0.0,6.0,5.0,0.833,46.0,9.2,7.7,1.0,138.2,-4.2,-17.0,63.0,2.0,5.0,7.0,3.0,16.0,21.0,2.0,0.087,2024-10-31
2024,Tyquan Lewis,LewiTy00,IND,29.0,DE,4.0,4.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,1.0,1.5,6.0,17.0,4.0,0.19,2024-10-31
2024,Khalil Mack,MackKh00,LAC,33.0,OLB,7.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,79.2,2.0,2.0,0.0,2.0,2.0,3.0,3.5,9.0,22.0,2.0,0.083,2024-10-31
2024,Luke Masterson,MastLu00,LV,26.0,LB,4.0,2.0,0.0,8.0,5.0,0.625,65.0,13.0,8.1,0.0,88.0,9.9,41.0,24.0,6.0,0.0,0.0,0.0,0.0,17.0,1.0,0.055999999999999994,2024-10-31
2024,Marcus Maye,MayeMa00,MIA,31.0,S,7.0,2.0,0.0,10.0,5.0,0.5,31.0,6.2,3.1,0.0,56.7,12.6,4.0,27.0,3.0,0.0,0.0,0.0,0.0,24.0,2.0,0.077,2024-10-31
2024,Nick McCloud,McClNi00,NYG,26.0,CB,6.0,4.0,0.0,12.0,10.0,0.833,179.0,17.9,14.9,1.0,146.5,13.6,146.0,33.0,3.0,0.0,0.0,0.0,0.0,14.0,1.0,0.067,2024-10-31
2024,Anthony Nelson,NelsAn01,TB,27.0,OLB,8.0,0.0,0.0,3.0,3.0,1.0,19.0,6.3,6.3,0.0,93.1,1.0,3.0,16.0,22.0,1.0,4.0,2.0,7.0,17.0,3.0,0.15,2024-10-31
2024,Osa Odighizuwa,OdigOs00,DAL,26.0,DT,7.0,7.0,0.0,2.0,1.0,0.5,14.0,14.0,7.0,0.0,72.9,-0.5,-4.0,18.0,0.0,2.0,5.0,0.5,8.0,20.0,1.0,0.048,2024-10-31
2024,Larry Ogunjobi,OgunLa00,PIT,30.0,DT,8.0,8.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,2.0,4.0,1.5,8.0,22.0,2.0,0.083,2024-10-31
2024,Owen Pappoe,PappOw00,ARI,24.0,LB,7.0,0.0,0.0,7.0,5.0,0.7140000000000001,37.0,7.4,5.3,0.0,83.6,4.3,11.0,26.0,4.0,1.0,0.0,0.0,1.0,15.0,1.0,0.063,2024-10-31
2024,DAngelo Ross,RossDA03,HOU,28.0,CB,7.0,2.0,0.0,10.0,10.0,1.0,117.0,11.7,11.7,1.0,148.7,7.0,70.0,47.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,0.133,2024-10-31
2024,Tarheeb Still,StilTa00,LAC,22.0,CB,4.0,3.0,0.0,22.0,13.0,0.591,131.0,10.1,6.0,1.0,91.3,8.5,89.0,42.0,2.0,0.0,0.0,0.5,1.0,14.0,3.0,0.17600000000000002,2024-10-31
2024,Chazz Surratt,SurrCh00,NYJ,27.0,LB,8.0,4.0,0.0,3.0,3.0,1.0,35.0,11.7,11.7,0.0,115.3,3.0,9.0,26.0,7.0,0.0,1.0,0.0,1.0,13.0,1.0,0.071,2024-10-31
2024,Montez Sweat,SweaMo00,CHI,28.0,DL,7.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,6.0,3.0,3.5,13.0,15.0,0.0,0.0,2024-10-31
2024,Josh Uche,UcheJo00,NE,26.0,LB,7.0,1.0,0.0,4.0,4.0,1.0,49.0,12.3,12.3,0.0,117.7,3.8,15.0,34.0,9.0,2.0,1.0,2.0,5.0,13.0,3.0,0.188,2024-10-31
2024,Deatrich Wise,WiseDe00,NE,30.0,DE,8.0,2.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,1.0,2.0,6.0,17.0,0.0,0.0,2024-10-31
2024,Dane Belton,BeltDa00,NYG,24.0,S,8.0,1.0,0.0,11.0,9.0,0.818,77.0,8.6,7.0,0.0,95.8,1.4,12.0,65.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.125,2024-10-31
2024,Keeanu Benton,BentKe00,PIT,23.0,DL,8.0,5.0,0.0,3.0,2.0,0.667,6.0,3.0,2.0,0.0,70.1,-3.3,-8.0,14.0,0.0,0.0,4.0,0.0,4.0,16.0,4.0,0.2,2024-10-31
2024,Bryan Bresee,BresBr00,NO,23.0,DT,8.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,2.0,4.0,7.0,12.0,2.0,0.14300000000000002,2024-10-31
2024,Jadeveon Clowney,ClowJa00,CAR,31.0,OLB,6.0,6.0,0.0,2.0,2.0,1.0,30.0,15.0,15.0,0.0,118.7,4.5,9.0,21.0,7.0,4.0,1.0,1.0,6.0,19.0,3.0,0.136,2024-10-31
2024,Bud Dupree,DuprAl00,LAC,31.0,OLB,7.0,0.0,1.0,4.0,3.0,0.75,18.0,6.0,4.5,0.0,43.7,-0.3,-8.0,26.0,8.0,0.0,1.0,3.0,4.0,12.0,5.0,0.294,2024-10-31
2024,Jonah Elliss,ElliJo03,DEN,21.0,OLB,8.0,0.0,0.0,3.0,2.0,0.667,17.0,8.5,5.7,0.0,81.2,4.0,12.0,5.0,33.0,1.0,0.0,2.0,4.0,17.0,0.0,0.0,2024-10-31
2024,Braden Fiske,FiskBr00,LA,24.0,DE,7.0,3.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,7.0,1.0,1.0,9.0,22.0,5.0,0.185,2024-10-31
2024,Dallis Flowers,FlowDa00,IND,27.0,CB,4.0,0.0,0.0,7.0,7.0,1.0,125.0,17.9,17.9,1.0,158.3,7.7,54.0,71.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.25,2024-10-31
2024,John Franklin-Myers,FranJo02,DEN,28.0,DE,8.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,1.0,4.0,3.0,8.0,18.0,0.0,0.0,2024-10-31
