Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Justin Herbert,#10,QB,13.0,520.0,456.0,297.0,65.1,"3,134",6.9,20.0,7.0,85.5,83.1,73.2,66.7,24.0,5.0,13.0,2.4,8.2,74.7,22.0,6.9,7.0,8.0,14.0,186.0,29.0,15.6,2.79,32.0,163.0,93.2,5 (1)
Keenan Allen,#13,WR,2.0,2.0,2.0,1.0,50.0,49,24.5,1.0,0.0,86.3,71.4,-,35.7,0.0,0.0,0.0,0.0,23.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.35,0.0,1.0,135.4,1 (0)
Easton Stick,#02,QB,5.0,198.0,174.0,111.0,63.8,"1,132",6.5,3.0,1.0,66.8,61.8,79.9,29.2,5.0,2.7,7.0,3.4,7.5,70.9,6.0,5.1,2.0,2.0,4.0,62.0,14.0,22.6,2.76,9.0,58.0,85.7,1 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
