DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
14.0,Trenton Simpson,#30,LB,4.0,14.0,6.0,42.9,63.3,0 (0),1.0,1.0,0.0,0.0,16.7,0.0,0.0,7.0,3.0,42.9,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,Jalyn Armour-Davis,#05,CB,3.0,22.0,1.0,4.5,60.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
16.0,Brent Urban,#97,DI,19.0,163.0,161.0,98.8,58.5,0 (0),13.0,3.0,2.0,8.0,5.1,5.1,2.0,64.0,64.0,100.0,63.3,5.0,3.0,1.0,1.0,6.3,6.3,1.0
17.0,Roquan Smith,#00,LB,18.0,830.0,105.0,12.7,57.8,3 (0),15.0,2.0,3.0,10.0,8.9,8.3,1.0,421.0,56.0,13.3,62.5,12.0,1.0,3.0,8.0,12.5,11.5,0.0
18.0,Ronald Darby,#28,CB,13.0,386.0,1.0,0.3,57.7,1 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1.0,0.5,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,David Ojabo,#90,ED,3.0,64.0,55.0,85.9,56.8,0 (0),2.0,1.0,0.0,1.0,2.9,3.8,0.0,30.0,26.0,86.7,64.7,1.0,1.0,0.0,0.0,4.2,8.3,0.0
20.0,Del'Shawn Phillips,#53,LB,7.0,38.0,2.0,5.3,54.9,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,8.0,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Broderick Washington,#96,DI,18.0,272.0,267.0,98.2,54.5,0 (0),19.0,2.0,3.0,14.0,4.2,4.8,0.0,137.0,135.0,98.5,58.4,16.0,2.0,3.0,11.0,7.3,6.5,0.0
22.0,Marcus Williams,#32,S,13.0,504.0,4.0,0.8,54.3,2 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,2.0,0.8,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,Jeremiah Moon,#48,ED,4.0,48.0,43.0,89.6,53.5,0 (0),1.0,0.0,0.0,1.0,1.2,7.1,0.0,20.0,19.0,95.0,60.2,1.0,0.0,0.0,1.0,2.8,16.7,0.0
24.0,Geno Stone,#26,S,19.0,696.0,11.0,1.6,48.5,0 (0),3.0,0.0,0.0,3.0,13.6,0.0,0.0,356.0,3.0,0.8,54.0,1.0,0.0,0.0,1.0,16.7,0.0,0.0
25.0,Tavius Robinson,#95,ED,18.0,173.0,163.0,94.2,44.9,1 (0),9.0,1.0,0.0,8.0,3.2,2.5,0.0,77.0,75.0,97.4,49.5,8.0,1.0,0.0,7.0,6.3,5.6,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
