DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,Kyle Hamilton,#14,S,17.0,729.0,45.0,6.2,92.8,4 (0),16.0,3.0,2.0,11.0,21.6,13.6,2.0,378.0,16.0,4.2,91.8,9.0,3.0,1.0,5.0,37.5,18.8,0.0
1.0,Marlon Humphrey,#44,CB,11.0,386.0,5.0,1.3,92.8,5 (1),3.0,0.0,1.0,2.0,37.5,25.0,0.0,202.0,1.0,0.5,60.0,1.0,0.0,0.0,1.0,50.0,100.0,0.0
3.0,Arthur Maulet,#10,CB,16.0,355.0,22.0,6.2,80.2,3 (0),9.0,2.0,3.0,4.0,25.0,0.0,0.0,209.0,9.0,4.3,89.5,6.0,2.0,2.0,2.0,44.4,0.0,0.0
4.0,Nnamdi Madubuike,#92,DI,19.0,592.0,575.0,97.1,79.6,4 (0),78.0,15.0,20.0,43.0,8.6,14.5,0.0,303.0,296.0,97.7,83.7,62.0,13.0,15.0,34.0,13.4,20.7,0.0
5.0,Jadeveon Clowney,#24,ED,19.0,567.0,545.0,96.1,79.0,3 (0),78.0,11.0,10.0,57.0,8.8,16.7,4.0,308.0,297.0,96.4,84.9,57.0,6.0,7.0,44.0,11.5,23.7,2.0
6.0,Odafe Oweh,#99,ED,15.0,374.0,352.0,94.1,77.4,3 (0),54.0,5.0,9.0,40.0,9.0,17.7,0.0,191.0,183.0,95.8,79.2,38.0,4.0,4.0,30.0,12.1,23.7,0.0
7.0,Kyle Van Noy,#50,ED,16.0,419.0,376.0,89.7,77.2,2 (0),53.0,9.0,3.0,41.0,8.7,14.8,2.0,239.0,220.0,92.1,77.8,39.0,7.0,3.0,29.0,11.1,17.8,0.0
8.0,Ar'Darius Washington,#29,CB,3.0,94.0,7.0,7.4,74.5,0 (0),2.0,1.0,1.0,0.0,21.4,0.0,0.0,45.0,2.0,4.4,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,Brandon Stephens,#21,CB,18.0,817.0,5.0,0.6,73.3,5 (0),0.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0,2.0,0.5,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,Michael Pierce,#58,DI,19.0,453.0,435.0,96.0,72.9,1 (0),36.0,2.0,3.0,31.0,4.6,11.7,2.0,229.0,221.0,96.5,78.6,26.0,2.0,2.0,22.0,6.7,15.8,2.0
11.0,Patrick Queen,#06,LB,19.0,855.0,123.0,14.4,67.8,1 (0),27.0,4.0,3.0,20.0,13.4,16.4,0.0,439.0,60.0,13.7,65.1,16.0,2.0,2.0,12.0,15.5,19.0,0.0
12.0,Malik Harrison,#40,LB,16.0,95.0,36.0,37.9,66.5,0 (0),4.0,0.0,1.0,3.0,5.6,8.3,0.0,33.0,14.0,42.4,71.6,2.0,0.0,1.0,1.0,7.1,14.3,0.0
13.0,Travis Jones,#98,DI,19.0,332.0,324.0,97.6,65.0,2 (0),24.0,2.0,3.0,19.0,4.3,8.2,2.0,169.0,165.0,97.6,65.5,19.0,2.0,1.0,16.0,6.9,11.8,1.0
