Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Lamar Jackson,#08,QB,18.0,633.0,516.0,343.0,66.5,"4,102",7.9,27.0,8.0,90.4,83.0,90.8,43.3,26.0,4.7,19.0,2.8,9.1,77.0,25.0,6.8,11.0,8.0,18.0,230.0,44.0,19.1,3.21,72.0,214.0,101.6,10 (2)
Tyler Huntley,#02,QB,5.0,48.0,37.0,21.0,56.8,203,5.5,3.0,0.0,63.8,64.7,57.6,81.5,1.0,2.7,1.0,2.1,7.2,70.6,3.0,12.5,1.0,0.0,2.0,18.0,4.0,22.2,3.21,7.0,14.0,99.3,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
