KICK-RETURNING_2023_KICK-RETURNING_2023_Rank,KICK-RETURNING_2023_KICK-RETURNING_2023_Player,KICK-RETURNING_2023_KICK-RETURNING_2023_JerseyNumber,KICK-RETURNING_2023_KICK-RETURNING_2023_Position,KICK-RETURNING_2023_KICK-RETURNING_2023_GamesPlayed,KICK-RETURNING_2023_KICK-RETURNING_2023_KickReturnsTotal,KICK-RETURNING_2023_KICK-RETURNING_2023_KickReturnsTotalGrade,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTotal,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTotalYards,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTotalYards.1,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsLongestReturn,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsYardsPerAttempt,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsTouchdowns,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsFairCatches,KICK-RETURNING_2023_KICK-RETURNING_2023_KickoffReturnsMuffed,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotal,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalReturns,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalYards,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalFairCatches,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalLongestReturn,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalYardsPerAttempt,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalTouchdowns,KICK-RETURNING_2023_KICK-RETURNING_2023_PuntReturnsTotalMuffed
1.0,Tylan Wallace,#16,WR,11.0,81.0,7.0,62.9,1.0,26.0,26.0,26.0,0.0,0.0,0.0,86.2,6.0,127.0,6.0,76.0,21.2,1.0,0.0
2.0,Devin Duvernay,#13,WR,15.0,69.6,38.0,58.2,12.0,227.0,37.0,18.9,0.0,3.0,0.0,76.8,26.0,322.0,22.0,70.0,12.4,0.0,0.0
3.0,Justice Hill,#43,HB,18.0,65.3,3.0,64.8,3.0,119.0,78.0,39.7,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
4.0,Isaiah Likely,#80,TE,19.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
4.0,Jalyn Armour-Davis,#05,CB,8.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
6.0,Damarion Williams,#22,CB,1.0,60.2,0.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,60.1,0.0,0.0,1.0,0.0,,0.0,0.0
7.0,Zay Flowers,#04,WR,18.0,59.9,0.0,59.9,0.0,0.0,0.0,,0.0,1.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
8.0,Nelson Agholor,#15,WR,19.0,59.4,1.0,59.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
