DEFENSE-RUN_2023_DEFENSE-RUN_2023_Rank,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Player,DEFENSE-RUN_2023_DEFENSE-RUN_2023_JerseyNumber,DEFENSE-RUN_2023_DEFENSE-RUN_2023_Position,DEFENSE-RUN_2023_DEFENSE-RUN_2023_GamesPlayed,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseSnaps,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseGrade,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAssists,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTackles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseMissedTacklePercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStops,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseStopPercentage,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseForcedFumbles,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefenseAverageDepthOfTackle,DEFENSE-RUN_2023_DEFENSE-RUN_2023_RunDefensePenalties
1.0,Michael Pierce,#58,DI,19.0,245.0,77.9,30.0,10.0,4.0,9.1,26.0,10.8,0.0,2.2,1 (0)
2.0,Jadeveon Clowney,#24,ED,19.0,180.0,74.6,21.0,7.0,4.0,12.5,17.0,9.6,0.0,1.9,3 (0)
3.0,Arthur Maulet,#10,CB,16.0,103.0,73.2,10.0,1.0,3.0,21.4,8.0,8.0,0.0,2.3,3 (0)
4.0,Roquan Smith,#00,LB,18.0,362.0,72.0,48.0,39.0,4.0,4.4,27.0,7.6,0.0,3.9,3 (0)
5.0,Odafe Oweh,#99,ED,15.0,117.0,71.7,11.0,2.0,2.0,13.3,9.0,7.8,0.0,2.4,3 (0)
6.0,Ar'Darius Washington,#29,CB,2.0,21.0,71.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0 (0)
7.0,Malik Harrison,#40,LB,15.0,131.0,71.1,8.0,7.0,3.0,16.7,7.0,5.4,0.0,2.4,0 (0)
8.0,Brandon Stephens,#21,CB,18.0,389.0,68.8,11.0,3.0,3.0,17.6,6.0,1.6,0.0,6.1,5 (0)
9.0,Travis Jones,#98,DI,19.0,186.0,66.9,26.0,12.0,5.0,11.6,21.0,11.5,0.0,2.5,2 (0)
10.0,Nnamdi Madubuike,#92,DI,19.0,257.0,66.4,36.0,9.0,1.0,2.2,25.0,9.9,0.0,2.8,4 (0)
11.0,Trenton Simpson,#30,LB,6.0,35.0,66.3,4.0,2.0,1.0,14.3,1.0,2.9,0.0,5.5,0 (0)
11.0,Patrick Queen,#06,LB,19.0,391.0,66.3,45.0,21.0,8.0,10.8,24.0,6.3,0.0,3.7,1 (0)
13.0,Tavius Robinson,#95,ED,17.0,165.0,64.5,13.0,9.0,2.0,8.3,8.0,4.9,0.0,1.9,1 (0)
14.0,Jeremiah Moon,#48,ED,6.0,54.0,63.1,3.0,5.0,0.0,0.0,2.0,3.8,1.0,0.7,0 (0)
15.0,Brent Urban,#97,DI,19.0,146.0,60.9,16.0,4.0,4.0,16.7,10.0,6.9,0.0,2.8,0 (0)
16.0,Jalyn Armour-Davis,#05,CB,2.0,6.0,60.8,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
17.0,Marcus Williams,#32,S,13.0,261.0,60.2,14.0,7.0,5.0,19.2,3.0,1.2,0.0,14.2,2 (0)
18.0,Kevon Seymour,#25,CB,1.0,1.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
19.0,David Ojabo,#90,ED,3.0,19.0,57.9,3.0,2.0,1.0,16.7,2.0,10.5,0.0,3.3,0 (0)
19.0,Marlon Humphrey,#44,CB,11.0,167.0,57.9,8.0,1.0,2.0,18.2,5.0,3.1,0.0,6.0,5 (1)
21.0,Ronald Darby,#28,CB,13.0,168.0,56.0,4.0,1.0,2.0,28.6,1.0,0.6,0.0,8.3,1 (0)
22.0,Daryl Worley,#41,S,5.0,43.0,55.9,4.0,2.0,0.0,0.0,0.0,0.0,0.0,12.5,0 (0)
23.0,Kyle Van Noy,#50,ED,16.0,143.0,55.7,13.0,4.0,1.0,5.6,10.0,7.2,0.0,3.8,2 (0)
24.0,Rock Ya-Sin,#23,CB,9.0,101.0,55.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,3 (0)
25.0,DeAndre Houston-Carson,#30,S,1.0,3.0,51.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0 (0)
26.0,Kyle Hamilton,#14,S,17.0,336.0,48.5,26.0,5.0,8.0,20.5,13.0,3.9,0.0,6.6,4 (0)
27.0,Broderick Washington,#96,DI,18.0,180.0,44.6,11.0,7.0,1.0,5.3,7.0,3.9,0.0,3.1,0 (0)
28.0,Andrew Adams,#37,S,2.0,18.0,41.4,0.0,0.0,1.0,100.0,0.0,0.0,0.0,,0 (0)
29.0,Geno Stone,#26,S,19.0,304.0,34.2,13.0,7.0,9.0,31.0,1.0,0.3,0.0,7.7,0 (0)
30.0,Del'Shawn Phillips,#53,LB,7.0,43.0,30.0,5.0,3.0,3.0,27.3,2.0,4.7,0.0,2.2,0 (0)
,,,,,,,,,,,,,,,
