player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Lamar Jackson,2023,5,260.0,52.0,185.0,0.231,295.391459,59.078292,210.182384,00-0034796,2023,BAL,QB,QB,8.0,1997-01-07,BAL,32.0,27.0
Tyler Huntley,2023,1,2.627,2.627,0.0,0.012,2.98459,2.98459,0.0,00-0035993,2023,BAL,QB,QB,2.0,1998-02-03,,,26.0
Josh Johnson,2023,1,1.3175,1.3175,0.1525,0.006,1.496839,1.496839,0.173258,00-0026300,2023,BAL,QB,QB,17.0,1986-05-15,TB,160.0,37.0
Anthony Brown,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0037175,2023,BAL,QB,QB,12.0,,,,
Malik Cunningham,2023,3,2.725,0.908333,0.2,0.004,3.09593,1.031976,0.227224,00-0038911,2023,BAL,QB,QB,12.0,1998-10-06,,,25.0
Dalvin Cook,2023,1,7.0,7.0,5.8,0.031,7.952847,7.952847,6.589502,00-0033893,2023,BAL,RB,RB,31.0,1995-08-10,MIN,41.0,28.0
Melvin Gordon,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0032144,2023,BAL,RB,RB,33.0,1993-04-13,SD,15.0,31.0
Gus Edwards,2023,1,3.384,3.384,2.3,0.015,3.844633,3.844633,2.613078,00-0034184,2023,BAL,RB,RB,35.0,1995-04-13,,,29.0
Justice Hill,2023,2,4.51,2.255,1.25,0.01,5.123906,2.561953,1.420151,00-0034975,2023,BAL,RB,RB,43.0,1997-11-14,BAL,113.0,26.0
J.K. Dobbins,2020,4,5.729438,1.43236,3.207293,0.007,7.382939,1.845735,4.132909,00-0036158,2023,BAL,RB,RB,27.0,1998-12-17,BAL,55.0,25.0
Keaton Mitchell,2023,3,2.713,0.904333,0.073,0.004,3.082296,1.027432,0.082937,00-0038454,2023,BAL,RB,RB,34.0,2002-01-17,,,22.0
Owen Wright,2023,3,2.697,0.899,0.002,0.004,3.064118,1.021373,0.002272,00-0038458,2023,BAL,RB,RB,36.0,1999-02-28,,,25.0
Patrick Ricard,2022,3,11.25,3.75,4.5,0.018,13.800432,4.600144,5.520173,00-0033376,2023,BAL,RB,FB,42.0,1994-05-27,,,29.0
